0.000000	66	-134	237.693079
0.031250	66	-134	-1.000000
0.062500	66	-134	-1.000000
0.093750	66	-134	-1.000000
0.125000	64	-143	243.181003
0.156250	64	-143	-1.000000
0.187500	64	-143	-1.000000
0.218750	64	-143	-1.000000
0.250000	68	-102	245.226426
0.281250	68	-102	-1.000000
0.312500	68	-102	-1.000000
0.343750	68	-102	-1.000000
0.375000	66	-91	245.415973
0.406250	66	-91	-1.000000
0.437500	66	-91	-1.000000
0.468750	66	-91	-1.000000
0.500000	66	-75	240.185345
0.531250	66	-75	-1.000000
0.562500	66	-75	-1.000000
0.593750	66	-75	-1.000000
0.625000	64	-67	234.931905
0.656250	64	-67	-1.000000
0.687500	64	-67	-1.000000
0.718750	64	-67	-1.000000
0.750000	66	-53	229.651911
0.781250	66	-53	-1.000000
0.812500	66	-53	-1.000000
0.843750	66	-53	-1.000000
0.875000	61	-46	221.605505
0.906250	61	-46	-1.000000
0.937500	61	-46	-1.000000
0.968750	61	-46	-1.000000
1.000000	60	-33	216.621790
1.031250	60	-33	-1.000000
1.062500	60	-33	-1.000000
1.093750	60	-33	-1.000000
1.125000	56	-29	209.954757
1.156250	56	-29	-1.000000
1.187500	56	-29	-1.000000
1.218750	56	-29	-1.000000
1.250000	57	-23	213.152528
1.281250	57	-23	-1.000000
1.312500	57	-23	-1.000000
1.343750	57	-23	-1.000000
1.375000	57	-13	216.002315
1.406250	57	-13	-1.000000
1.437500	57	-13	-1.000000
1.468750	57	-13	-1.000000
1.500000	49	-8	221.208047
1.531250	49	-8	-1.000000
1.562500	49	-8	-1.000000
1.593750	49	-8	-1.000000
1.625000	49	-1	224.510579
1.656250	49	-1	-1.000000
1.687500	49	-1	-1.000000
1.718750	49	-1	-1.000000
1.750000	45	5	226.373585
1.781250	45	5	-1.000000
1.812500	45	5	-1.000000
1.843750	45	5	-1.000000
1.875000	43	13	227.305961
1.906250	43	13	-1.000000
1.937500	43	13	-1.000000
1.968750	43	13	-1.000000
2.000000	42	19	224.697575
2.031250	42	19	-1.000000
2.062500	42	19	-1.000000
2.093750	42	19	-1.000000
2.125000	41	30	228.600087
2.156250	41	30	-1.000000
2.187500	41	30	-1.000000
2.218750	41	30	-1.000000
2.250000	36	36	230.846269
2.281250	36	36	-1.000000
2.312500	36	36	-1.000000
2.343750	36	36	-1.000000
2.375000	33	46	232.690782
