-3.4528	-4.5715	-0.16279	-1.377	0.58079
-4.2276	-3.9306	-0.2087	-0.87039	0.45801
-4.9652	-3.2071	-0.27894	-0.35241	0.35996
-5.577	-2.3631	-0.37672	0.15802	0.27859
-5.9829	-1.4146	-0.49633	0.61866	0.17935
-6.139	-0.41064	-0.63696	0.99209	0.048131
-6.0252	0.60573	-0.80152	1.273	-0.094212
-5.6297	1.603	-0.98791	1.49	-0.21409
-4.9637	2.5342	-1.1831	1.6708	-0.3018
-4.0722	3.3434	-1.3701	1.8234	-0.37344
-3.0279	3.9752	-1.53	1.9346	-0.44163
-1.8844	4.4135	-1.658	1.9771	-0.51917
-0.71038	4.6467	-1.7566	1.9215	-0.61765
0.4284	4.6802	-1.8293	1.7428	-0.72393
1.5046	4.5238	-1.8758	1.4538	-0.83217
2.4747	4.1906	-1.8963	1.0614	-0.94632
3.2805	3.6971	-1.9045	0.56832	-1.067
3.8534	3.0719	-1.9215	0.010725	-1.1626
4.1978	2.3124	-1.9536	-0.5802	-1.1929
4.3287	1.4063	-1.9956	-1.1773	-1.1436
4.2344	0.37694	-2.0477	-1.7311	-1.0195
3.9006	-0.72937	-2.0965	-2.2094	-0.85086
3.3492	-1.8021	-2.1355	-2.5758	-0.65871
2.6184	-2.7405	-2.1634	-2.8222	-0.46263
1.7297	-3.5118	-2.1835	-2.9514	-0.27874
0.69876	-4.1195	-2.1997	-2.9518	-0.10467
-0.42296	-4.5462	-2.2185	-2.7909	0.06403
-1.5623	-4.76	-2.2418	-2.4368	0.23583
-2.6902	-4.749	-2.2685	-1.9143	0.40325
-3.7444	-4.5308	-2.3005	-1.3205	0.51228
-4.6684	-4.1432	-2.3409	-0.76844	0.50415
-5.4516	-3.5925	-2.3876	-0.28732	0.38207
-6.0484	-2.8707	-2.435	0.13499	0.20827
-6.4101	-1.9642	-2.4838	0.54847	0.044092
-6.4978	-0.90323	-2.5512	0.97561	-0.085425
-6.2856	0.19815	-2.6429	1.3825	-0.18645
-5.784	1.2455	-2.7406	1.7292	-0.27984
-5.0252	2.1796	-2.8311	2.0114	-0.3823
-4.0698	2.9633	-2.914	2.2264	-0.51025
-3.0254	3.5461	-2.984	2.3492	-0.65287
-1.9568	3.9244	-3.0408	2.3572	-0.79101
-0.886	4.1296	-3.0811	2.232	-0.90797
0.16511	4.1837	-3.0934	2.0021	-0.97897
1.2053	4.0983	-3.0571	1.7466	-0.97277
2.2777	3.875	-2.9562	1.5254	-0.87734
3.3215	3.4906	-2.8197	1.2507	-0.76364
4.2359	2.9426	-2.6798	0.85747	-0.67643
4.9343	2.2443	-2.539	0.38344	-0.64274
5.3737	1.4001	-2.3955	-0.11509	-0.65415
5.5393	0.4052	-2.2451	-0.60542	-0.68474
5.423	-0.70184	-2.0854	-1.0542	-0.70193
5.0262	-1.8344	-1.9167	-1.4118	-0.67327
4.347	-2.9512	-1.7227	-1.6556	-0.58759
3.4067	-3.9922	-1.4897	-1.782	-0.45594
2.2781	-4.8619	-1.2226	-1.7781	-0.28723
1.0598	-5.474	-0.93283	-1.6112	-0.076168
-0.17935	-5.7882	-0.63611	-1.2693	0.16992
-1.3649	-5.7909	-0.35373	-0.77865	0.41526
-2.4215	-5.4966	-0.089789	-0.18423	0.61697
-3.2992	-4.9463	0.15976	0.45646	0.73634
-3.9694	-4.1977	0.4008	1.0736	0.74767
-4.4263	-3.3086	0.62317	1.6075	0.662
-4.6586	-2.3356	0.81521	2.0449	0.52047
-4.6396	-1.3199	0.96679	2.4306	0.38358
-4.3463	-0.29596	1.0773	2.8193	0.29063
-3.794	0.66639	1.1611	3.2092	0.22571
-3.037	1.4864	1.2229	3.5799	0.15955
-2.1495	2.1501	1.2836	3.868	0.070999
-1.1822	2.6923	1.3736	4.0152	-0.03868
-0.13508	3.1415	1.5049	4.0224	-0.17424
0.96154	3.4917	1.667	3.8909	-0.33806
2.0242	3.7254	1.8347	3.6092	-0.52668
2.9278	3.8217	1.9753	3.1926	-0.73199
3.5963	3.7782	2.0666	2.6621	-0.94156
4.0079	3.6023	2.1047	2.0399	-1.1403
4.2199	3.2953	2.1088	1.3568	-1.2942
4.4738	2.8189	2.1683	0.6655	-1.3526
5.0566	2.1163	2.4041	0.026461	-1.2789
5.6111	1.2523	2.7011	-0.62743	-1.1383
5.8178	0.32835	2.9498	-1.3045	-0.9744
5.5813	-0.60332	3.123	-1.9593	-0.77036
4.9334	-1.5048	3.2266	-2.5132	-0.50815
3.9797	-2.3176	3.2654	-2.8904	-0.19356
2.8494	-2.9683	3.2523	-3.0588	0.14568
1.6391	-3.4223	3.2029	-3.0272	0.48942
0.42272	-3.675	3.128	-2.8367	0.79584
-0.72166	-3.7503	3.0347	-2.544	0.99573
-1.7676	-3.6803	2.9226	-2.2139	1.0486
-2.7443	-3.4813	2.7882	-1.8699	0.96891
-3.6429	-3.1544	2.6308	-1.5167	0.82275
-4.3948	-2.696	2.4528	-1.1379	0.71134
-4.9575	-2.1011	2.2529	-0.69418	0.69289
-5.3321	-1.3943	2.0366	-0.19092	0.72633
-5.5452	-0.63683	1.8176	0.30019	0.72175
-5.6184	0.10962	1.5986	0.71909	0.63467
-5.5496	0.85017	1.3668	1.0819	0.48936
-5.3204	1.5698	1.1322	1.4075	0.33007
-4.9225	2.2472	0.9014	1.7014	0.17659
-4.3498	2.8798	0.68111	1.9767	0.036606
-3.6216	3.4297	0.48413	2.2464	-0.078438
-2.7757	3.866	0.32269	2.4958	-0.18149
-1.8675	4.1749	0.20239	2.6804	-0.30684
-0.92752	4.3596	0.12273	2.7754	-0.47043
0.043664	4.4425	0.079045	2.7844	-0.65088
1.0317	4.4415	0.067785	2.7215	-0.79962
2.0011	4.3573	0.087954	2.5951	-0.8784
2.939	4.1783	0.13761	2.3939	-0.89458
3.8322	3.8856	0.21559	2.0813	-0.88035
4.6299	3.4472	0.31661	1.6223	-0.87575
5.2837	2.8348	0.42652	0.97341	-0.90272
5.7141	2.069	0.52661	0.16647	-0.9569
5.8503	1.2137	0.59728	-0.69713	-1.0137
5.6752	0.32092	0.63577	-1.5177	-1.0457
5.2194	-0.58039	0.6493	-2.2273	-1.0152
4.5381	-1.4472	0.64888	-2.7746	-0.89328
3.6777	-2.2443	0.63474	-3.1237	-0.67737
2.6395	-2.9834	0.60811	-3.2845	-0.37332
1.4802	-3.6172	0.5761	-3.2799	-0.02229
0.29479	-4.0871	0.54233	-3.1302	0.31408
-0.84945	-4.3591	0.50663	-2.8556	0.59511
-1.9323	-4.4169	0.46321	-2.479	0.79926
-2.9832	-4.2705	0.40416	-2.0214	0.90801
-3.9911	-3.9404	0.32388	-1.5235	0.89319
-4.9208	-3.436	0.2245	-1.0193	0.7506
-5.7095	-2.7559	0.10988	-0.53267	0.5275
-6.258	-1.9039	-0.027349	-0.067394	0.30899
-6.5027	-0.87558	-0.21261	0.40771	0.14685
-6.4139	0.27887	-0.46103	0.89541	0.027134
-6.0043	1.4519	-0.75459	1.3559	-0.092077
-5.3326	2.4951	-1.0515	1.7412	-0.2322
-4.4842	3.3063	-1.3211	2.0253	-0.39676
-3.5332	3.8576	-1.5492	2.2203	-0.56091
-2.5049	4.1941	-1.7254	2.3499	-0.68831
-1.3976	4.3934	-1.8442	2.3891	-0.77085
-0.26215	4.4832	-1.907	2.2892	-0.82924
0.82072	4.4312	-1.9283	2.0247	-0.91629
1.7811	4.1921	-1.9306	1.5813	-1.0822
2.5488	3.7575	-1.9384	0.95914	-1.3179
3.073	3.1659	-1.9611	0.20122	-1.5554
3.3428	2.4762	-1.9972	-0.62694	-1.7274
3.3703	1.7378	-2.0517	-1.4656	-1.8005
3.1766	0.97567	-2.1375	-2.2674	-1.775
2.7883	0.19756	-2.2644	-2.9938	-1.6672
2.2376	-0.56214	-2.429	-3.6005	-1.4925
1.5794	-1.2468	-2.6151	-4.0533	-1.2503
0.89129	-1.7972	-2.8014	-4.3304	-0.94705
0.22768	-2.2105	-2.9749	-4.436	-0.60161
-0.39619	-2.5071	-3.1327	-4.4065	-0.25838
-1.0391	-2.7574	-3.2928	-4.2832	0.053844
-1.7386	-2.9938	-3.4661	-4.0789	0.33829
-2.4684	-3.1888	-3.6493	-3.7587	0.62904
-3.1602	-3.2755	-3.8306	-3.2884	0.97658
-3.7296	-3.2131	-3.9918	-2.6709	1.3678
-4.1555	-3.0147	-4.1281	-1.9478	1.7342
-4.4505	-2.7301	-4.2417	-1.2054	1.9896
-4.6376	-2.4074	-4.33	-0.49001	2.0911
-4.7023	-2.0525	-4.3871	0.21158	2.0768
-4.5987	-1.658	-4.398	0.92278	1.9919
-4.305	-1.2067	-4.3581	1.6635	1.8232
-3.8414	-0.69965	-4.2695	2.4152	1.5348
-3.2404	-0.17243	-4.1358	3.1069	1.142
-2.5333	0.33115	-3.9602	3.6679	0.69626
-1.7568	0.79432	-3.7422	4.0631	0.23111
-0.96601	1.2077	-3.4887	4.2849	-0.21446
-0.20948	1.5554	-3.219	4.3409	-0.5888
0.52956	1.8381	-2.9401	4.2528	-0.88238
1.2666	2.0507	-2.6549	4.0373	-1.1076
1.9939	2.1482	-2.3722	3.7171	-1.3
2.7297	2.0959	-2.0827	3.3006	-1.4965
3.4413	1.8996	-1.7819	2.8007	-1.6775
4.0892	1.5751	-1.4632	2.2287	-1.8102
4.5844	1.1322	-1.1442	1.5731	-1.8829
4.8801	0.55992	-0.82725	0.83921	-1.8783
4.9603	-0.14395	-0.50952	0.051386	-1.7682
4.807	-0.94427	-0.20218	-0.73685	-1.556
4.4078	-1.7638	0.070747	-1.447	-1.2795
3.7727	-2.5351	0.29447	-2.0248	-0.96601
2.9476	-3.2181	0.47737	-2.4398	-0.60292
2.0335	-3.7563	0.62931	-2.662	-0.18759
1.1093	-4.1231	0.75131	-2.7	0.23685
0.16154	-4.3424	0.8312	-2.6123	0.59946
-0.82429	-4.4427	0.85129	-2.4558	0.83797
-1.8343	-4.4317	0.81572	-2.2765	0.94789
-2.8149	-4.3015	0.7422	-2.0717	0.96502
-3.722	-4.0386	0.65081	-1.8023	0.93652
-4.5312	-3.6294	0.54924	-1.4262	0.89923
-5.1908	-3.0712	0.43746	-0.93962	0.88295
-5.6435	-2.3782	0.32081	-0.36205	0.90818
-5.8649	-1.5918	0.20571	0.26978	0.95548
-5.8792	-0.78172	0.092753	0.89579	0.97756
-5.7229	-0.028355	-0.0043063	1.4604	0.93851
-5.4223	0.62056	-0.081982	1.9597	0.85454
-5.0037	1.1566	-0.14618	2.4119	0.74897
-4.4832	1.5824	-0.19917	2.8355	0.64196
-3.8722	1.9254	-0.23038	3.2251	0.53377
-3.1683	2.2231	-0.23134	3.5729	0.42163
