2.8356	-4.7994	-1.5653	0.38058	-0.36578	NaN
1.773	-5.0976	-1.1789	0.32147	-0.52058	NaN
0.71182	-5.318	-0.79072	0.29417	-0.6559	NaN
-0.31899	-5.3835	-0.39443	0.34096	-0.73516	NaN
-1.2381	-5.2411	0.0026257	0.4957	-0.72504	NaN
-1.9841	-4.8834	0.39413	0.75917	-0.62679	NaN
-2.554	-4.36	0.74743	1.062	-0.48366	NaN
-2.9952	-3.7396	1.0448	1.3022	-0.37614	NaN
-3.3752	-3.087	1.2779	1.3916	-0.36693	NaN
-3.7404	-2.4521	1.4364	1.2958	-0.45497	NaN
-4.0965	-1.8531	1.5128	1.0505	-0.58471	NaN
-4.4353	-1.233	1.5128	0.72812	-0.69174	NaN
-4.7134	-0.55784	1.4566	0.41198	-0.7298	NaN
-4.8783	0.14385	1.3657	0.17588	-0.68198	NaN
-4.8998	0.8174	1.266	0.05438	-0.5719	NaN
-4.7805	1.4332	1.1769	0.030937	-0.45171	NaN
-4.548	2.0077	1.0822	0.073191	-0.36392	NaN
-4.234	2.5307	0.97307	0.15283	-0.32824	NaN
-3.8445	2.9925	0.85878	0.25485	-0.32896	NaN
-3.357	3.397	0.74484	0.38264	-0.33269	NaN
-2.7425	3.7521	0.6368	0.53665	-0.31614	NaN
-1.9981	4.0484	0.54075	0.7047	-0.27832	NaN
-1.1468	4.2652	0.46294	0.87221	-0.22178	NaN
-0.24171	4.3851	0.41067	1.021	-0.16187	NaN
0.64474	4.4135	0.38087	1.1117	-0.13218	NaN
1.4035	4.3562	0.36222	1.0918	-0.17334	NaN
1.9744	4.2264	0.34158	0.93464	-0.29826	NaN
2.3777	4.0487	0.31554	0.66835	-0.47669	NaN
2.6529	3.8685	0.289	0.36989	-0.64551	NaN
2.8258	3.7413	0.27002	0.13887	-0.74854	NaN
2.9265	3.6866	0.26385	0.016847	-0.78453	NaN
2.9608	3.6935	0.2691	-0.022851	-0.79254	NaN
2.9135	3.7383	0.27744	-0.029531	-0.81983	NaN
2.7982	3.7835	0.27189	-0.057962	-0.88747	NaN
2.655	3.8073	0.25482	-0.12027	-0.98662	NaN
2.5137	3.8086	0.23224	-0.2013	-1.0959	NaN
2.3793	3.7996	0.20548	-0.28778	-1.1925	NaN
2.2374	3.7804	0.1694	-0.39327	-1.2777	NaN
2.0572	3.7468	0.1188	-0.53587	-1.3713	NaN
1.8143	3.6932	0.045047	-0.73947	-1.4854	NaN
1.5071	3.6197	-0.054857	-1.0138	-1.6186	NaN
1.1448	3.5451	-0.17116	-1.3172	-1.7556	NaN
0.73736	3.4813	-0.28976	-1.6031	-1.8919	NaN
0.30227	3.4295	-0.41051	-1.8581	-2.0209	NaN
-0.12837	3.3902	-0.54166	-2.0901	-2.1269	NaN
-0.53204	3.3623	-0.6871	-2.3104	-2.2026	NaN
-0.90826	3.3434	-0.84467	-2.525	-2.2547	NaN
-1.2556	3.325	-1.0141	-2.7462	-2.2947	NaN
-1.5672	3.3117	-1.1766	-2.9495	-2.3278	NaN
-1.8452	3.3054	-1.3279	-3.1239	-2.3508	NaN
-2.1062	3.2922	-1.5088	-3.324	-2.3578	NaN
-2.3797	3.2634	-1.7472	-3.5842	-2.3576	NaN
-2.6698	3.237	-2.0076	-3.8554	-2.3566	NaN
-2.9824	3.2303	-2.2626	-4.1081	-2.3545	NaN
-3.3207	3.2497	-2.5133	-4.3354	-2.3399	NaN
-3.6816	3.2927	-2.7818	-4.5345	-2.2937	NaN
-4.0602	3.3536	-3.1105	-4.703	-2.1895	NaN
-4.4002	3.4389	-3.4885	-4.8024	-2.0046	NaN
-4.6372	3.5563	-3.8602	-4.7879	-1.7438	NaN
-4.7478	3.6989	-4.1782	-4.6613	-1.4555	NaN
-4.7415	3.8418	-4.401	-4.4787	-1.216	NaN
-4.6793	3.9569	-4.5487	-4.3269	-1.0599	NaN
-4.6393	4.0337	-4.6524	-4.248	-0.99802	NaN
-4.6636	4.0659	-4.7316	-4.268	-1.0211	NaN
-4.757	4.0492	-4.8131	-4.3946	-1.1036	NaN
-4.9001	3.9839	-4.9637	-4.6108	-1.1927	NaN
-5.0754	3.8801	-5.2312	-4.8836	-1.2421	NaN
-5.2742	3.7572	-5.64	-5.1679	-1.2305	NaN
-5.4644	3.6442	-6.1608	-5.4022	-1.1379	NaN
-5.6022	3.5833	-6.705	-5.5147	-0.9611	NaN
-5.6598	3.5898	-7.237	-5.4807	-0.7151	NaN
-5.601	3.6392	-7.7556	-5.3041	-0.42698	NaN
-5.3978	3.6944	-8.2649	-5.0036	-0.13205	NaN
-5.0299	3.7327	-8.7629	-4.5899	0.1444	NaN
-4.4798	3.7325	-9.2412	-4.07	0.39148	NaN
-3.7531	3.658	-9.6743	-3.4734	0.58935	NaN
-2.9068	3.4517	-10.049	-2.8679	0.71797	NaN
-2.027	3.0747	-10.352	-2.3088	0.77208	NaN
-1.1473	2.5235	-10.571	-1.7911	0.77773	NaN
