0.000000	-55	-234	236.476214
0.031250	-55	-234	-1.000000
0.062500	-55	-234	-1.000000
0.093750	-55	-234	-1.000000
0.125000	-66	-351	235.053185
0.156250	-66	-351	-1.000000
0.187500	-66	-351	-1.000000
0.218750	-66	-351	-1.000000
0.250000	-69	-364	237.033753
0.281250	-69	-364	-1.000000
0.312500	-69	-364	-1.000000
0.343750	-69	-364	-1.000000
0.375000	-83	-368	242.074369
0.406250	-83	-368	-1.000000
0.437500	-83	-368	-1.000000
0.468750	-83	-368	-1.000000
0.500000	-100	-382	243.051435
0.531250	-100	-382	-1.000000
0.562500	-100	-382	-1.000000
0.593750	-100	-382	-1.000000
0.625000	-115	-385	247.244818
0.656250	-115	-385	-1.000000
0.687500	-115	-385	-1.000000
0.718750	-115	-385	-1.000000
0.750000	-129	-398	249.339126
0.781250	-129	-398	-1.000000
0.812500	-129	-398	-1.000000
0.843750	-129	-398	-1.000000
0.875000	-138	-398	252.792405
0.906250	-138	-398	-1.000000
0.937500	-138	-398	-1.000000
0.968750	-138	-398	-1.000000
1.000000	-150	-409	249.649755
1.031250	-150	-409	-1.000000
1.062500	-150	-409	-1.000000
1.093750	-150	-409	-1.000000
1.125000	-156	-406	247.455046
1.156250	-156	-406	-1.000000
1.187500	-156	-406	-1.000000
1.218750	-156	-406	-1.000000
1.250000	-172	-419	253.237043
1.281250	-172	-419	-1.000000
1.312500	-172	-419	-1.000000
1.343750	-172	-419	-1.000000
1.375000	-187	-431	251.676380
1.406250	-187	-431	-1.000000
1.437500	-187	-431	-1.000000
1.468750	-187	-431	-1.000000
1.500000	-197	-429	248.406924
1.531250	-197	-429	-1.000000
1.562500	-197	-429	-1.000000
1.593750	-197	-429	-1.000000
1.625000	-209	-440	242.989712
1.656250	-209	-440	-1.000000
1.687500	-209	-440	-1.000000
1.718750	-209	-440	-1.000000
1.750000	-220	-434	237.227739
1.781250	-220	-434	-1.000000
1.812500	-220	-434	-1.000000
1.843750	-220	-434	-1.000000
1.875000	-226	-437	242.074369
1.906250	-226	-437	-1.000000
1.937500	-226	-437	-1.000000
1.968750	-226	-437	-1.000000
2.000000	-235	-437	249.098374
2.031250	-235	-437	-1.000000
2.062500	-235	-437	-1.000000
2.093750	-235	-437	-1.000000
2.125000	-244	-443	252.833938
2.156250	-244	-443	-1.000000
2.187500	-244	-443	-1.000000
2.218750	-244	-443	-1.000000
2.250000	-251	-448	253.584306
2.281250	-251	-448	-1.000000
2.312500	-251	-448	-1.000000
2.343750	-251	-448	-1.000000
2.375000	-257	-445	250.217905
2.406250	-257	-445	-1.000000
2.437500	-257	-445	-1.000000
2.468750	-257	-445	-1.000000
2.500000	-267	-453	244.844849
2.531250	-267	-453	-1.000000
2.562500	-267	-453	-1.000000
2.593750	-267	-453	-1.000000
2.625000	-270	-451	241.298570
2.656250	-270	-451	-1.000000
2.687500	-270	-451	-1.000000
2.718750	-270	-451	-1.000000
2.750000	-281	-461	236.027541
2.781250	-281	-461	-1.000000
2.812500	-281	-461	-1.000000
2.843750	-281	-461	-1.000000
2.875000	-289	-462	229.712864
2.906250	-289	-462	-1.000000
2.937500	-289	-462	-1.000000
2.968750	-289	-462	-1.000000
3.000000	-302	-477	225.641308
3.031250	-302	-477	-1.000000
3.062500	-302	-477	-1.000000
3.093750	-302	-477	-1.000000
3.125000	-317	-486	222.899080
3.156250	-317	-486	-1.000000
3.187500	-317	-486	-1.000000
3.218750	-317	-486	-1.000000
3.250000	-323	-484	220.311144
3.281250	-323	-484	-1.000000
3.312500	-323	-484	-1.000000
3.343750	-323	-484	-1.000000
3.375000	-336	-498	221.199005
3.406250	-336	-498	-1.000000
3.437500	-336	-498	-1.000000
