"canonicalName","EdgeBetweenness","frequency","interaction","inverse distance","name","selected","shared interaction","shared name"
"flp-1_yn2 (pp) nhr-95_gk836","164.10896431","0.41","pp","0.136650767","flp-1_yn2 (pp) nhr-95_gk836","false","pp","flp-1_yn2 (pp) nhr-95_gk836"
"flp-1_yn2 (pp) nca-2_gk5","9.09699943","0.6","pp","0.145037348","flp-1_yn2 (pp) nca-2_gk5","false","pp","flp-1_yn2 (pp) nca-2_gk5"
"flp-1_yn2 (pp) mod-1_ok103","814.6704937","0.43","pp","0.149441355","flp-1_yn2 (pp) mod-1_ok103","false","pp","flp-1_yn2 (pp) mod-1_ok103"
"flp-1_yn2 (pp) mec-7_u448","14.62937773","0.58","pp","0.172688692","flp-1_yn2 (pp) mec-7_u448","false","pp","flp-1_yn2 (pp) mec-7_u448"
"flp-1_yn2 (pp) mec-4_u253","37.54609995","0.42","pp","0.13012111","flp-1_yn2 (pp) mec-4_u253","false","pp","flp-1_yn2 (pp) mec-4_u253"
"flp-1_yn2 (pp) mec-12_u76","94.66094297","0.51","pp","0.178185287","flp-1_yn2 (pp) mec-12_u76","false","pp","flp-1_yn2 (pp) mec-12_u76"
"flp-1_yn2 (pp) lite-1_kg1180","22.35551998","0.51","pp","0.118290558","flp-1_yn2 (pp) lite-1_kg1180","false","pp","flp-1_yn2 (pp) lite-1_kg1180"
"flp-1_yn2 (pp) lin-39_n709","30.8891166","0.42","pp","0.140674117","flp-1_yn2 (pp) lin-39_n709","false","pp","flp-1_yn2 (pp) lin-39_n709"
"flp-1_yn2 (pp) lig-4_ok716","45.98162797","0.47","pp","0.141473","flp-1_yn2 (pp) lig-4_ok716","false","pp","flp-1_yn2 (pp) lig-4_ok716"
"flp-1_yn2 (pp) ins-4_ok3534","4.28218829","0.71","pp","0.166043733","flp-1_yn2 (pp) ins-4_ok3534","false","pp","flp-1_yn2 (pp) ins-4_ok3534"
"flp-1_yn2 (pp) ins-3_ok2488","12.82777433","0.52","pp","0.159302148","flp-1_yn2 (pp) ins-3_ok2488","false","pp","flp-1_yn2 (pp) ins-3_ok2488"
"flp-1_yn2 (pp) ins-35_ok3297","25.64450004","0.55","pp","0.144855634","flp-1_yn2 (pp) ins-35_ok3297","false","pp","flp-1_yn2 (pp) ins-35_ok3297"
"flp-1_yn2 (pp) ins-30_ok2343","36.05961253","0.51","pp","0.135001098","flp-1_yn2 (pp) ins-30_ok2343","false","pp","flp-1_yn2 (pp) ins-30_ok2343"
"flp-1_yn2 (pp) ins-11_tm1053","103.77506595","0.42","pp","0.125633723","flp-1_yn2 (pp) ins-11_tm1053","false","pp","flp-1_yn2 (pp) ins-11_tm1053"
"flp-1_yn2 (pp) him-5;spe-41_e1490;sy693","42.52732372","0.45","pp","0.135563827","flp-1_yn2 (pp) him-5;spe-41_e1490;sy693","false","pp","flp-1_yn2 (pp) him-5;spe-41_e1490;sy693"
"flp-1_yn2 (pp) gpc-1_pk298","30.36504887","0.46","pp","0.155460971","flp-1_yn2 (pp) gpc-1_pk298","false","pp","flp-1_yn2 (pp) gpc-1_pk298"
"flp-1_yn2 (pp) gpb-2_sa603","178.1497799","0.5","pp","0.145506837","flp-1_yn2 (pp) gpb-2_sa603","false","pp","flp-1_yn2 (pp) gpb-2_sa603"
"flp-1_yn2 (pp) gpa-9_pk438","27.50870948","0.48","pp","0.139890104","flp-1_yn2 (pp) gpa-9_pk438","false","pp","flp-1_yn2 (pp) gpa-9_pk438"
"flp-1_yn2 (pp) gpa-8_pk345","45.77774351","0.42","pp","0.136676956","flp-1_yn2 (pp) gpa-8_pk345","false","pp","flp-1_yn2 (pp) gpa-8_pk345"
"flp-1_yn2 (pp) gpa-6_pk480","89.24540868","0.47","pp","0.158908299","flp-1_yn2 (pp) gpa-6_pk480","false","pp","flp-1_yn2 (pp) gpa-6_pk480"
"flp-1_yn2 (pp) gpa-5_pk376","52.93781618","0.44","pp","0.174114917","flp-1_yn2 (pp) gpa-5_pk376","false","pp","flp-1_yn2 (pp) gpa-5_pk376"
"flp-1_yn2 (pp) gpa-3_pk35","29.03408309","0.5","pp","0.132100016","flp-1_yn2 (pp) gpa-3_pk35","false","pp","flp-1_yn2 (pp) gpa-3_pk35"
"flp-1_yn2 (pp) gpa-2_pk16","16.84141808","0.51","pp","0.158783519","flp-1_yn2 (pp) gpa-2_pk16","false","pp","flp-1_yn2 (pp) gpa-2_pk16"
"flp-1_yn2 (pp) gpa-1_pk15","48.81766546","0.51","pp","0.152922895","flp-1_yn2 (pp) gpa-1_pk15","false","pp","flp-1_yn2 (pp) gpa-1_pk15"
"flp-1_yn2 (pp) gpa-17_ok2334","80.98036731","0.46","pp","0.169161553","flp-1_yn2 (pp) gpa-17_ok2334","false","pp","flp-1_yn2 (pp) gpa-17_ok2334"
"flp-1_yn2 (pp) gpa-15_pk477","66.18447198","0.46","pp","0.16161009","flp-1_yn2 (pp) gpa-15_pk477","false","pp","flp-1_yn2 (pp) gpa-15_pk477"
"flp-1_yn2 (pp) gon-2_q362","148.43216219","0.41","pp","0.204898467","flp-1_yn2 (pp) gon-2_q362","false","pp","flp-1_yn2 (pp) gon-2_q362"
"flp-1_yn2 (pp) gly-2_gk204","29.12950346","0.61","pp","0.180758597","flp-1_yn2 (pp) gly-2_gk204","false","pp","flp-1_yn2 (pp) gly-2_gk204"
"flp-1_yn2 (pp) gar-2_ok520","21.16875656","0.46","pp","0.126982721","flp-1_yn2 (pp) gar-2_ok520","false","pp","flp-1_yn2 (pp) gar-2_ok520"
"flp-1_yn2 (pp) flp-7_ok2625","49.36317781","0.69","pp","0.184756655","flp-1_yn2 (pp) flp-7_ok2625","false","pp","flp-1_yn2 (pp) flp-7_ok2625"
"flp-1_yn2 (pp) flp-21_ok889","41.80164176","0.51","pp","0.159684197","flp-1_yn2 (pp) flp-21_ok889","false","pp","flp-1_yn2 (pp) flp-21_ok889"
"npr-11_ok594 (pp) ocr-1;ocr-2;ocr-4_ok132;ak47;vs137","4.28584638","0.59","pp","0.192859149","npr-11_ok594 (pp) ocr-1;ocr-2;ocr-4_ok132;ak47;vs137","false","pp","npr-11_ok594 (pp) ocr-1;ocr-2;ocr-4_ok132;ak47;vs137"
"npr-11_ok594 (pp) npr-8_tm1553","157.8664965","0.45","pp","0.135086548","npr-11_ok594 (pp) npr-8_tm1553","false","pp","npr-11_ok594 (pp) npr-8_tm1553"
"npr-11_ok594 (pp) npr-7_ok527","9.68889005","0.56","pp","0.169822052","npr-11_ok594 (pp) npr-7_ok527","false","pp","npr-11_ok594 (pp) npr-7_ok527"
"npr-11_ok594 (pp) npr-5_ok1583","5.63092156","0.59","pp","0.149351552","npr-11_ok594 (pp) npr-5_ok1583","false","pp","npr-11_ok594 (pp) npr-5_ok1583"
"npr-11_ok594 (pp) npr-4_tm1782","19.12180821","0.43","pp","0.160877593","npr-11_ok594 (pp) npr-4_tm1782","false","pp","npr-11_ok594 (pp) npr-4_tm1782"
"npr-11_ok594 (pp) npr-2_ok419","5.47874501","0.53","pp","0.181373576","npr-11_ok594 (pp) npr-2_ok419","false","pp","npr-11_ok594 (pp) npr-2_ok419"
"npr-11_ok594 (pp) npr-13_tm1504","4.39120768","0.65","pp","0.200595438","npr-11_ok594 (pp) npr-13_tm1504","false","pp","npr-11_ok594 (pp) npr-13_tm1504"
"nlp-8_ok1799 (pp) ocr-1;ocr-2;ocr-4_ok132;ak47;vs137","9.96798416","0.61","pp","0.196538554","nlp-8_ok1799 (pp) ocr-1;ocr-2;ocr-4_ok132;ak47;vs137","false","pp","nlp-8_ok1799 (pp) ocr-1;ocr-2;ocr-4_ok132;ak47;vs137"
"nlp-8_ok1799 (pp) npr-7_ok527","12.40822941","0.53","pp","0.158048006","nlp-8_ok1799 (pp) npr-7_ok527","false","pp","nlp-8_ok1799 (pp) npr-7_ok527"
"nlp-8_ok1799 (pp) npr-5_ok1583","7.28408327","0.66","pp","0.17938654","nlp-8_ok1799 (pp) npr-5_ok1583","false","pp","nlp-8_ok1799 (pp) npr-5_ok1583"
"nlp-8_ok1799 (pp) npr-2_ok419","15.67026801","0.53","pp","0.151135791","nlp-8_ok1799 (pp) npr-2_ok419","false","pp","nlp-8_ok1799 (pp) npr-2_ok419"
"nlp-8_ok1799 (pp) npr-13_tm1504","8.84932481","0.59","pp","0.186486068","nlp-8_ok1799 (pp) npr-13_tm1504","false","pp","nlp-8_ok1799 (pp) npr-13_tm1504"
"nlp-8_ok1799 (pp) npr-11_ok594","5.29828574","0.52","pp","0.167755619","nlp-8_ok1799 (pp) npr-11_ok594","false","pp","nlp-8_ok1799 (pp) npr-11_ok594"
"gpa-7_pk610 (pp) ocr-1;ocr-2;ocr-4_ok132;ak47;vs137","62.19277511","0.42","pp","0.179452703","gpa-7_pk610 (pp) ocr-1;ocr-2;ocr-4_ok132;ak47;vs137","false","pp","gpa-7_pk610 (pp) ocr-1;ocr-2;ocr-4_ok132;ak47;vs137"
"gpa-7_pk610 (pp) npr-7_ok527","47.77163212","0.46","pp","0.164925288","gpa-7_pk610 (pp) npr-7_ok527","false","pp","gpa-7_pk610 (pp) npr-7_ok527"
"gpa-7_pk610 (pp) npr-5_ok1583","30.77115022","0.47","pp","0.162756511","gpa-7_pk610 (pp) npr-5_ok1583","false","pp","gpa-7_pk610 (pp) npr-5_ok1583"
"gpa-7_pk610 (pp) npr-13_tm1504","54.01861398","0.47","pp","0.186027819","gpa-7_pk610 (pp) npr-13_tm1504","false","pp","gpa-7_pk610 (pp) npr-13_tm1504"
"gpa-7_pk610 (pp) npr-11_ok594","35.20579112","0.48","pp","0.158469653","gpa-7_pk610 (pp) npr-11_ok594","false","pp","gpa-7_pk610 (pp) npr-11_ok594"
"gpa-7_pk610 (pp) nhr-95_gk836","30.9599102","0.51","pp","0.16894399","gpa-7_pk610 (pp) nhr-95_gk836","false","pp","gpa-7_pk610 (pp) nhr-95_gk836"
"gpa-7_pk610 (pp) mec-18_u228","4.39496178","0.52","pp","0.208761739","gpa-7_pk610 (pp) mec-18_u228","false","pp","gpa-7_pk610 (pp) mec-18_u228"
"gpa-7_pk610 (pp) ins-31_ok3543","10.76321702","0.42","pp","0.140855908","gpa-7_pk610 (pp) ins-31_ok3543","false","pp","gpa-7_pk610 (pp) ins-31_ok3543"
"gpa-7_pk610 (pp) ins-11_tm1053","22.62678032","0.53","pp","0.18029616","gpa-7_pk610 (pp) ins-11_tm1053","false","pp","gpa-7_pk610 (pp) ins-11_tm1053"
"gpa-7_pk610 (pp) gpa-9_pk438","56.21460713","0.41","pp","0.189461456","gpa-7_pk610 (pp) gpa-9_pk438","false","pp","gpa-7_pk610 (pp) gpa-9_pk438"
"gpa-7_pk610 (pp) gpa-8_pk345","90.63467187","0.43","pp","0.190928664","gpa-7_pk610 (pp) gpa-8_pk345","false","pp","gpa-7_pk610 (pp) gpa-8_pk345"
"gpa-1_pk15 (pp) ocr-1;ocr-2;ocr-4_ok132;ak47;vs137","11.10238372","0.45","pp","0.188326578","gpa-1_pk15 (pp) ocr-1;ocr-2;ocr-4_ok132;ak47;vs137","false","pp","gpa-1_pk15 (pp) ocr-1;ocr-2;ocr-4_ok132;ak47;vs137"
"gpa-1_pk15 (pp) npr-8_tm1553","159.66583043","0.53","pp","0.145050892","gpa-1_pk15 (pp) npr-8_tm1553","false","pp","gpa-1_pk15 (pp) npr-8_tm1553"
"gpa-1_pk15 (pp) npr-7_ok527","7.3836747","0.54","pp","0.150050489","gpa-1_pk15 (pp) npr-7_ok527","false","pp","gpa-1_pk15 (pp) npr-7_ok527"
"gpa-1_pk15 (pp) npr-5_ok1583","4.76318895","0.49","pp","0.14283977","gpa-1_pk15 (pp) npr-5_ok1583","false","pp","gpa-1_pk15 (pp) npr-5_ok1583"
"gpa-1_pk15 (pp) npr-2_ok419","10.31652326","0.5","pp","0.158096233","gpa-1_pk15 (pp) npr-2_ok419","false","pp","gpa-1_pk15 (pp) npr-2_ok419"
"gpa-1_pk15 (pp) npr-13_tm1504","8.86656457","0.52","pp","0.175102059","gpa-1_pk15 (pp) npr-13_tm1504","false","pp","gpa-1_pk15 (pp) npr-13_tm1504"
"gpa-1_pk15 (pp) npr-11_ok594","7.61894883","0.44","pp","0.152984134","gpa-1_pk15 (pp) npr-11_ok594","false","pp","gpa-1_pk15 (pp) npr-11_ok594"
"gpa-1_pk15 (pp) nhr-95_gk836","19.08976254","0.42","pp","0.143872704","gpa-1_pk15 (pp) nhr-95_gk836","false","pp","gpa-1_pk15 (pp) nhr-95_gk836"
"gpa-1_pk15 (pp) nca-2_gk5","32.75818299","0.49","pp","0.138696334","gpa-1_pk15 (pp) nca-2_gk5","false","pp","gpa-1_pk15 (pp) nca-2_gk5"
"gpa-1_pk15 (pp) mec-7_u448","25.73511107","0.43","pp","0.165691705","gpa-1_pk15 (pp) mec-7_u448","false","pp","gpa-1_pk15 (pp) mec-7_u448"
"gpa-1_pk15 (pp) mec-18_u228","27.0451699","0.49","pp","0.186955772","gpa-1_pk15 (pp) mec-18_u228","false","pp","gpa-1_pk15 (pp) mec-18_u228"
"gpa-1_pk15 (pp) ins-4_ok3534","45.42729283","0.52","pp","0.167256865","gpa-1_pk15 (pp) ins-4_ok3534","false","pp","gpa-1_pk15 (pp) ins-4_ok3534"
"gpa-1_pk15 (pp) ins-35_ok3297","20.73049191","0.47","pp","0.165162475","gpa-1_pk15 (pp) ins-35_ok3297","false","pp","gpa-1_pk15 (pp) ins-35_ok3297"
"gpa-1_pk15 (pp) ins-30_ok2343","4.75431403","0.46","pp","0.161662253","gpa-1_pk15 (pp) ins-30_ok2343","false","pp","gpa-1_pk15 (pp) ins-30_ok2343"
"gpa-1_pk15 (pp) ins-11_tm1053","6.43927758","0.52","pp","0.165984035","gpa-1_pk15 (pp) ins-11_tm1053","false","pp","gpa-1_pk15 (pp) ins-11_tm1053"
"gpa-1_pk15 (pp) him-5;spe-41_e1490;sy693","120.32795441","0.43","pp","0.141836021","gpa-1_pk15 (pp) him-5;spe-41_e1490;sy693","false","pp","gpa-1_pk15 (pp) him-5;spe-41_e1490;sy693"
"gpa-1_pk15 (pp) gpc-1_pk298","6.34049129","0.43","pp","0.172921897","gpa-1_pk15 (pp) gpc-1_pk298","false","pp","gpa-1_pk15 (pp) gpc-1_pk298"
"gpa-1_pk15 (pp) gpa-9_pk438","11.35671107","0.47","pp","0.170238439","gpa-1_pk15 (pp) gpa-9_pk438","false","pp","gpa-1_pk15 (pp) gpa-9_pk438"
"gpa-1_pk15 (pp) gpa-8_pk345","26.12250302","0.43","pp","0.164993626","gpa-1_pk15 (pp) gpa-8_pk345","false","pp","gpa-1_pk15 (pp) gpa-8_pk345"
"gpa-1_pk15 (pp) gpa-7_pk610","35.13575712","0.47","pp","0.190854856","gpa-1_pk15 (pp) gpa-7_pk610","false","pp","gpa-1_pk15 (pp) gpa-7_pk610"
"gpa-1_pk15 (pp) gpa-6_pk480","5.46683388","0.55","pp","0.17171281","gpa-1_pk15 (pp) gpa-6_pk480","false","pp","gpa-1_pk15 (pp) gpa-6_pk480"
"gpa-1_pk15 (pp) gpa-5_pk376","67.75642059","0.46","pp","0.189680447","gpa-1_pk15 (pp) gpa-5_pk376","false","pp","gpa-1_pk15 (pp) gpa-5_pk376"
"gpa-1_pk15 (pp) gpa-4_pk381","57.15012868","0.43","pp","0.150153297","gpa-1_pk15 (pp) gpa-4_pk381","false","pp","gpa-1_pk15 (pp) gpa-4_pk381"
"gpa-1_pk15 (pp) gpa-2_pk16","12.65198767","0.43","pp","0.152861603","gpa-1_pk15 (pp) gpa-2_pk16","false","pp","gpa-1_pk15 (pp) gpa-2_pk16"
"gpa-10_pk362 (pp) npr-5_ok1583","135.59168063","0.41","pp","0.163180269","gpa-10_pk362 (pp) npr-5_ok1583","false","pp","gpa-10_pk362 (pp) npr-5_ok1583"
"gpa-10_pk362 (pp) mec-18_u228","14.1443443","0.65","pp","0.198573096","gpa-10_pk362 (pp) mec-18_u228","false","pp","gpa-10_pk362 (pp) mec-18_u228"
"gpa-10_pk362 (pp) ins-31_ok3543","10.81475703","0.45","pp","0.116010108","gpa-10_pk362 (pp) ins-31_ok3543","false","pp","gpa-10_pk362 (pp) ins-31_ok3543"
"gpa-10_pk362 (pp) ins-30_ok2343","122.70053414","0.41","pp","0.163446531","gpa-10_pk362 (pp) ins-30_ok2343","false","pp","gpa-10_pk362 (pp) ins-30_ok2343"
"gpa-10_pk362 (pp) ins-22_ok3616","514.81864519","0.41","pp","0.1355316","gpa-10_pk362 (pp) ins-22_ok3616","false","pp","gpa-10_pk362 (pp) ins-22_ok3616"
"gpa-10_pk362 (pp) ins-16_ok2919","16.44795814","0.49","pp","0.156610833","gpa-10_pk362 (pp) ins-16_ok2919","false","pp","gpa-10_pk362 (pp) ins-16_ok2919"
"gpa-10_pk362 (pp) ins-11_tm1053","93.2022218","0.63","pp","0.17663216","gpa-10_pk362 (pp) ins-11_tm1053","false","pp","gpa-10_pk362 (pp) ins-11_tm1053"
"gpa-10_pk362 (pp) gpa-7_pk610","13.37861145","0.55","pp","0.183073196","gpa-10_pk362 (pp) gpa-7_pk610","false","pp","gpa-10_pk362 (pp) gpa-7_pk610"
"gpa-10_pk362 (pp) gpa-6_pk480","122.2649941","0.51","pp","0.211054215","gpa-10_pk362 (pp) gpa-6_pk480","false","pp","gpa-10_pk362 (pp) gpa-6_pk480"
"gpa-10_pk362 (pp) gpa-4_pk381","13.70896624","0.47","pp","0.154671869","gpa-10_pk362 (pp) gpa-4_pk381","false","pp","gpa-10_pk362 (pp) gpa-4_pk381"
"gpa-10_pk362 (pp) gpa-2_pk16","537.28542064","0.41","pp","0.170298853","gpa-10_pk362 (pp) gpa-2_pk16","false","pp","gpa-10_pk362 (pp) gpa-2_pk16"
"gpa-10_pk362 (pp) gpa-1_pk15","138.17669731","0.53","pp","0.181327265","gpa-10_pk362 (pp) gpa-1_pk15","false","pp","gpa-10_pk362 (pp) gpa-1_pk15"
"gpa-10_pk362 (pp) gpa-15_pk477","118.23379025","0.54","pp","0.1705051","gpa-10_pk362 (pp) gpa-15_pk477","false","pp","gpa-10_pk362 (pp) gpa-15_pk477"
"gpa-10_pk362 (pp) gpa-14_pk347","9.97861655","0.47","pp","0.150425218","gpa-10_pk362 (pp) gpa-14_pk347","false","pp","gpa-10_pk362 (pp) gpa-14_pk347"
"gpa-10_pk362 (pp) gpa-12_pk322","313.42649146","0.41","pp","0.193879806","gpa-10_pk362 (pp) gpa-12_pk322","false","pp","gpa-10_pk362 (pp) gpa-12_pk322"
"gpa-10_pk362 (pp) gpa-11_pk349","10.88728271","0.48","pp","0.161002651","gpa-10_pk362 (pp) gpa-11_pk349","false","pp","gpa-10_pk362 (pp) gpa-11_pk349"
"flp-3_ok3265 (pp) npr-7_ok527","45.20137503","0.46","pp","0.152845893","flp-3_ok3265 (pp) npr-7_ok527","false","pp","flp-3_ok3265 (pp) npr-7_ok527"
"flp-3_ok3265 (pp) npr-5_ok1583","28.98149943","0.41","pp","0.144636516","flp-3_ok3265 (pp) npr-5_ok1583","false","pp","flp-3_ok3265 (pp) npr-5_ok1583"
"flp-3_ok3265 (pp) mec-4_u253","41.36694887","0.44","pp","0.154337679","flp-3_ok3265 (pp) mec-4_u253","false","pp","flp-3_ok3265 (pp) mec-4_u253"
"flp-3_ok3265 (pp) mec-18_u228","6.35089968","0.41","pp","0.177185373","flp-3_ok3265 (pp) mec-18_u228","false","pp","flp-3_ok3265 (pp) mec-18_u228"
"flp-3_ok3265 (pp) ins-35_ok3297","48.49620848","0.48","pp","0.135368304","flp-3_ok3265 (pp) ins-35_ok3297","false","pp","flp-3_ok3265 (pp) ins-35_ok3297"
"flp-3_ok3265 (pp) ins-31_ok3543","12.52606215","0.44","pp","0.133907912","flp-3_ok3265 (pp) ins-31_ok3543","false","pp","flp-3_ok3265 (pp) ins-31_ok3543"
"flp-3_ok3265 (pp) ins-11_tm1053","19.62633133","0.42","pp","0.150805627","flp-3_ok3265 (pp) ins-11_tm1053","false","pp","flp-3_ok3265 (pp) ins-11_tm1053"
"flp-3_ok3265 (pp) gpa-9_pk438","36.06923546","0.44","pp","0.139310808","flp-3_ok3265 (pp) gpa-9_pk438","false","pp","flp-3_ok3265 (pp) gpa-9_pk438"
"flp-3_ok3265 (pp) gpa-8_pk345","42.80305072","0.51","pp","0.144189975","flp-3_ok3265 (pp) gpa-8_pk345","false","pp","flp-3_ok3265 (pp) gpa-8_pk345"
"flp-3_ok3265 (pp) gpa-7_pk610","4.98745254","0.46","pp","0.173288266","flp-3_ok3265 (pp) gpa-7_pk610","false","pp","flp-3_ok3265 (pp) gpa-7_pk610"
"flp-3_ok3265 (pp) gpa-6_pk480","25.84697725","0.5","pp","0.154682289","flp-3_ok3265 (pp) gpa-6_pk480","false","pp","flp-3_ok3265 (pp) gpa-6_pk480"
"flp-3_ok3265 (pp) gpa-3_pk35","30.36399316","0.42","pp","0.123213802","flp-3_ok3265 (pp) gpa-3_pk35","false","pp","flp-3_ok3265 (pp) gpa-3_pk35"
"flp-3_ok3265 (pp) gpa-1_pk15","33.99687731","0.42","pp","0.153008409","flp-3_ok3265 (pp) gpa-1_pk15","false","pp","flp-3_ok3265 (pp) gpa-1_pk15"
"flp-3_ok3265 (pp) gpa-15_pk477","24.27637889","0.5","pp","0.169492838","flp-3_ok3265 (pp) gpa-15_pk477","false","pp","flp-3_ok3265 (pp) gpa-15_pk477"
"flp-3_ok3265 (pp) gpa-13_pk1270","8.90116872","0.5","pp","0.146513593","flp-3_ok3265 (pp) gpa-13_pk1270","false","pp","flp-3_ok3265 (pp) gpa-13_pk1270"
"flp-3_ok3265 (pp) gpa-11_pk349","25.87243498","0.43","pp","0.147314595","flp-3_ok3265 (pp) gpa-11_pk349","false","pp","flp-3_ok3265 (pp) gpa-11_pk349"
"flp-3_ok3265 (pp) gly-2_gk204","168.90413519","0.43","pp","0.146432403","flp-3_ok3265 (pp) gly-2_gk204","false","pp","flp-3_ok3265 (pp) gly-2_gk204"
"flp-19_ok2460 (pp) npr-5_ok1583","100.13668327","0.43","pp","0.153307281","flp-19_ok2460 (pp) npr-5_ok1583","false","pp","flp-19_ok2460 (pp) npr-5_ok1583"
"flp-19_ok2460 (pp) nhr-95_gk836","89.85367403","0.44","pp","0.169261037","flp-19_ok2460 (pp) nhr-95_gk836","false","pp","flp-19_ok2460 (pp) nhr-95_gk836"
"flp-19_ok2460 (pp) mec-18_u228","11.58151496","0.51","pp","0.192536503","flp-19_ok2460 (pp) mec-18_u228","false","pp","flp-19_ok2460 (pp) mec-18_u228"
"flp-19_ok2460 (pp) ins-31_ok3543","9.63236627","0.41","pp","0.163690524","flp-19_ok2460 (pp) ins-31_ok3543","false","pp","flp-19_ok2460 (pp) ins-31_ok3543"
"flp-19_ok2460 (pp) ins-11_tm1053","77.71802061","0.45","pp","0.158121525","flp-19_ok2460 (pp) ins-11_tm1053","false","pp","flp-19_ok2460 (pp) ins-11_tm1053"
"flp-19_ok2460 (pp) gpa-7_pk610","6.92963673","0.49","pp","0.190554072","flp-19_ok2460 (pp) gpa-7_pk610","false","pp","flp-19_ok2460 (pp) gpa-7_pk610"
"flp-19_ok2460 (pp) gpa-6_pk480","95.26100481","0.49","pp","0.161121909","flp-19_ok2460 (pp) gpa-6_pk480","false","pp","flp-19_ok2460 (pp) gpa-6_pk480"
"flp-19_ok2460 (pp) gpa-4_pk381","7.39270955","0.41","pp","0.144657025","flp-19_ok2460 (pp) gpa-4_pk381","false","pp","flp-19_ok2460 (pp) gpa-4_pk381"
"flp-19_ok2460 (pp) gpa-1_pk15","104.33893526","0.42","pp","0.164260049","flp-19_ok2460 (pp) gpa-1_pk15","false","pp","flp-19_ok2460 (pp) gpa-1_pk15"
"flp-19_ok2460 (pp) gpa-15_pk477","92.08029043","0.47","pp","0.15650054","flp-19_ok2460 (pp) gpa-15_pk477","false","pp","flp-19_ok2460 (pp) gpa-15_pk477"
"flp-19_ok2460 (pp) gpa-14_pk347","9.57120462","0.45","pp","0.167326449","flp-19_ok2460 (pp) gpa-14_pk347","false","pp","flp-19_ok2460 (pp) gpa-14_pk347"
"flp-19_ok2460 (pp) gpa-12_pk322","192.8600807","0.42","pp","0.129288486","flp-19_ok2460 (pp) gpa-12_pk322","false","pp","flp-19_ok2460 (pp) gpa-12_pk322"
"flp-19_ok2460 (pp) gpa-11_pk349","6.32577502","0.47","pp","0.131528127","flp-19_ok2460 (pp) gpa-11_pk349","false","pp","flp-19_ok2460 (pp) gpa-11_pk349"
"flp-19_ok2460 (pp) gpa-10_pk362","7.80547843","0.52","pp","0.160566919","flp-19_ok2460 (pp) gpa-10_pk362","false","pp","flp-19_ok2460 (pp) gpa-10_pk362"
"flp-19_ok2460 (pp) flp-9_ok2730","20.0188073","0.47","pp","0.148436908","flp-19_ok2460 (pp) flp-9_ok2730","false","pp","flp-19_ok2460 (pp) flp-9_ok2730"
"flp-19_ok2460 (pp) flp-3_ok3265","15.15508281","0.46","pp","0.158036487","flp-19_ok2460 (pp) flp-3_ok3265","false","pp","flp-19_ok2460 (pp) flp-3_ok3265"
"flp-19_ok2460 (pp) flp-21_ok889","107.18315834","0.47","pp","0.168495184","flp-19_ok2460 (pp) flp-21_ok889","false","pp","flp-19_ok2460 (pp) flp-21_ok889"
"flp-16_ok3085 (pp) ocr-1;ocr-2;ocr-4_ok132;ak47;vs137","145.53151259","0.47","pp","0.177489161","flp-16_ok3085 (pp) ocr-1;ocr-2;ocr-4_ok132;ak47;vs137","false","pp","flp-16_ok3085 (pp) ocr-1;ocr-2;ocr-4_ok132;ak47;vs137"
"flp-16_ok3085 (pp) npr-8_tm1553","80.99200839","0.48","pp","0.140306656","flp-16_ok3085 (pp) npr-8_tm1553","false","pp","flp-16_ok3085 (pp) npr-8_tm1553"
"flp-16_ok3085 (pp) npr-7_ok527","121.19906593","0.42","pp","0.158639392","flp-16_ok3085 (pp) npr-7_ok527","false","pp","flp-16_ok3085 (pp) npr-7_ok527"
"flp-16_ok3085 (pp) npr-5_ok1583","169.66386218","0.42","pp","0.147889445","flp-16_ok3085 (pp) npr-5_ok1583","false","pp","flp-16_ok3085 (pp) npr-5_ok1583"
"flp-16_ok3085 (pp) npr-2_ok419","70.65493861","0.51","pp","0.172807795","flp-16_ok3085 (pp) npr-2_ok419","false","pp","flp-16_ok3085 (pp) npr-2_ok419"
"flp-16_ok3085 (pp) npr-13_tm1504","132.06409859","0.43","pp","0.133132493","flp-16_ok3085 (pp) npr-13_tm1504","false","pp","flp-16_ok3085 (pp) npr-13_tm1504"
"flp-16_ok3085 (pp) gpa-17_ok2334","12.05831929","0.41","pp","0.165303458","flp-16_ok3085 (pp) gpa-17_ok2334","false","pp","flp-16_ok3085 (pp) gpa-17_ok2334"
"flp-16_ok3085 (pp) gon-2_q362","53.720321","0.52","pp","0.195146844","flp-16_ok3085 (pp) gon-2_q362","false","pp","flp-16_ok3085 (pp) gon-2_q362"
"flp-16_ok3085 (pp) flp-7_ok2625","413.99760493","0.49","pp","0.151603516","flp-16_ok3085 (pp) flp-7_ok2625","false","pp","flp-16_ok3085 (pp) flp-7_ok2625"
"flp-16_ok3085 (pp) flp-6_ok3056","897.76321058","0.41","pp","0.185626655","flp-16_ok3085 (pp) flp-6_ok3056","false","pp","flp-16_ok3085 (pp) flp-6_ok3056"
"flp-16_ok3085 (pp) flp-25_gk1016","443.81536371","0.43","pp","0.198400405","flp-16_ok3085 (pp) flp-25_gk1016","false","pp","flp-16_ok3085 (pp) flp-25_gk1016"
"flp-16_ok3085 (pp) flp-21_ok889","98.87275619","0.51","pp","0.188904621","flp-16_ok3085 (pp) flp-21_ok889","false","pp","flp-16_ok3085 (pp) flp-21_ok889"
