"canonicalName","EdgeBetweenness","frequency","interaction","inverse distance","name","selected","shared interaction","shared name"
"dpy-20_e1282 (pp) egl-36_n728","11.18382255","0.48","pp","0.162962506","dpy-20_e1282 (pp) egl-36_n728","false","pp","dpy-20_e1282 (pp) egl-36_n728"
"dpy-20_e1282 (pp) egl-33_n151","13.15545217","0.57","pp","0.105616039","dpy-20_e1282 (pp) egl-33_n151","false","pp","dpy-20_e1282 (pp) egl-33_n151"
"dpy-20_e1282 (pp) egl-32_n155","17.97282","0.55","pp","0.123846462","dpy-20_e1282 (pp) egl-32_n155","false","pp","dpy-20_e1282 (pp) egl-32_n155"
"dpy-20_e1282 (pp) egl-2_n693","32.56877255","0.44","pp","0.107687544","dpy-20_e1282 (pp) egl-2_n693","false","pp","dpy-20_e1282 (pp) egl-2_n693"
"dpy-20_e1282 (pp) egl-28_n570","19.68847321","0.49","pp","0.136414626","dpy-20_e1282 (pp) egl-28_n570","false","pp","dpy-20_e1282 (pp) egl-28_n570"
"dpy-20_e1282 (pp) egl-24_n572","13.75255041","0.54","pp","0.110369718","dpy-20_e1282 (pp) egl-24_n572","false","pp","dpy-20_e1282 (pp) egl-24_n572"
"dpy-20_e1282 (pp) egl-23_n601","1056.36832408","0.43","pp","0.14818527","dpy-20_e1282 (pp) egl-23_n601","false","pp","dpy-20_e1282 (pp) egl-23_n601"
"dpy-20_e1282 (pp) egl-20_mu39","26.10873854","0.49","pp","0.118955157","dpy-20_e1282 (pp) egl-20_mu39","false","pp","dpy-20_e1282 (pp) egl-20_mu39"
"dpy-20_e1282 (pp) egl-1_n487","7.37698724","0.61","pp","0.123734975","dpy-20_e1282 (pp) egl-1_n487","false","pp","dpy-20_e1282 (pp) egl-1_n487"
"dpy-20_e1282 (pp) egl-19_n2368","27.1850952","0.51","pp","0.096757279","dpy-20_e1282 (pp) egl-19_n2368","false","pp","dpy-20_e1282 (pp) egl-19_n2368"
"dpy-20_e1282 (pp) egl-18_ok290","13.65365068","0.65","pp","0.128713104","dpy-20_e1282 (pp) egl-18_ok290","false","pp","dpy-20_e1282 (pp) egl-18_ok290"
"dpy-20_e1282 (pp) egl-17_e1313","13.19363994","0.6","pp","0.12111164","dpy-20_e1282 (pp) egl-17_e1313","false","pp","dpy-20_e1282 (pp) egl-17_e1313"
"dpy-20_e1282 (pp) egl-15_n484","5.68928906","0.68","pp","0.161663923","dpy-20_e1282 (pp) egl-15_n484","false","pp","dpy-20_e1282 (pp) egl-15_n484"
"dpy-20_e1282 (pp) egl-14_n549","57.00608551","0.52","pp","0.154463138","dpy-20_e1282 (pp) egl-14_n549","false","pp","dpy-20_e1282 (pp) egl-14_n549"
"dpy-20_e1282 (pp) egl-13_n483","13.98405592","0.52","pp","0.12872432","dpy-20_e1282 (pp) egl-13_n483","false","pp","dpy-20_e1282 (pp) egl-13_n483"
"dpy-20_e1282 (pp) egl-12_n602","9.50405004","0.6","pp","0.097103894","dpy-20_e1282 (pp) egl-12_n602","false","pp","dpy-20_e1282 (pp) egl-12_n602"
"dpy-20_e1282 (pp) egl-10_md176","38.20589244","0.47","pp","0.146753927","dpy-20_e1282 (pp) egl-10_md176","false","pp","dpy-20_e1282 (pp) egl-10_md176"
"dop-4_tm1392 (pp) egl-7_n575","3.48407315","0.72","pp","0.199680525","dop-4_tm1392 (pp) egl-7_n575","false","pp","dop-4_tm1392 (pp) egl-7_n575"
"dop-4_tm1392 (pp) egl-6_n592","150.81927147","0.44","pp","0.143720436","dop-4_tm1392 (pp) egl-6_n592","false","pp","dop-4_tm1392 (pp) egl-6_n592"
"dop-4_tm1392 (pp) egl-5_n486","7.07575208","0.61","pp","0.133809923","dop-4_tm1392 (pp) egl-5_n486","false","pp","dop-4_tm1392 (pp) egl-5_n486"
"dop-4_tm1392 (pp) egl-49_n1107","106.30466883","0.57","pp","0.154750121","dop-4_tm1392 (pp) egl-49_n1107","false","pp","dop-4_tm1392 (pp) egl-49_n1107"
"dop-4_tm1392 (pp) egl-47_n1081","23.09928914","0.55","pp","0.142440955","dop-4_tm1392 (pp) egl-47_n1081","false","pp","dop-4_tm1392 (pp) egl-47_n1081"
"dop-4_tm1392 (pp) egl-46_n1127","4.932055","0.53","pp","0.11983471","dop-4_tm1392 (pp) egl-46_n1127","false","pp","dop-4_tm1392 (pp) egl-46_n1127"
"dop-4_tm1392 (pp) egl-44_n1080","8.69339459","0.52","pp","0.131075843","dop-4_tm1392 (pp) egl-44_n1080","false","pp","dop-4_tm1392 (pp) egl-44_n1080"
"dop-4_tm1392 (pp) egl-43_n1079","10.43728545","0.51","pp","0.152001211","dop-4_tm1392 (pp) egl-43_n1079","false","pp","dop-4_tm1392 (pp) egl-43_n1079"
"dop-4_tm1392 (pp) egl-42_n995","3.48407315","0.72","pp","0.134724453","dop-4_tm1392 (pp) egl-42_n995","false","pp","dop-4_tm1392 (pp) egl-42_n995"
"dop-4_tm1392 (pp) egl-40_n606","6.27890355","0.68","pp","0.139225404","dop-4_tm1392 (pp) egl-40_n606","false","pp","dop-4_tm1392 (pp) egl-40_n606"
"dop-4_tm1392 (pp) egl-37_n742","5.14134731","0.47","pp","0.158163301","dop-4_tm1392 (pp) egl-37_n742","false","pp","dop-4_tm1392 (pp) egl-37_n742"
"dop-4_tm1392 (pp) egl-36_n728","14.36246101","0.45","pp","0.156574229","dop-4_tm1392 (pp) egl-36_n728","false","pp","dop-4_tm1392 (pp) egl-36_n728"
"dop-4_tm1392 (pp) egl-33_n151","3.20180299","0.74","pp","0.135790654","dop-4_tm1392 (pp) egl-33_n151","false","pp","dop-4_tm1392 (pp) egl-33_n151"
"dop-4_tm1392 (pp) egl-32_n155","3.62751973","0.64","pp","0.136244555","dop-4_tm1392 (pp) egl-32_n155","false","pp","dop-4_tm1392 (pp) egl-32_n155"
"dop-4_tm1392 (pp) egl-2_n693","9.55535955","0.49","pp","0.128140275","dop-4_tm1392 (pp) egl-2_n693","false","pp","dop-4_tm1392 (pp) egl-2_n693"
"dop-4_tm1392 (pp) egl-28_n570","6.61002976","0.47","pp","0.108404703","dop-4_tm1392 (pp) egl-28_n570","false","pp","dop-4_tm1392 (pp) egl-28_n570"
"dop-4_tm1392 (pp) egl-24_n572","3.36447032","0.6","pp","0.150123923","dop-4_tm1392 (pp) egl-24_n572","false","pp","dop-4_tm1392 (pp) egl-24_n572"
"dop-4_tm1392 (pp) egl-20_mu39","8.06360952","0.51","pp","0.125616852","dop-4_tm1392 (pp) egl-20_mu39","false","pp","dop-4_tm1392 (pp) egl-20_mu39"
"dop-4_tm1392 (pp) egl-1_n487","2.66518572","0.64","pp","0.135526638","dop-4_tm1392 (pp) egl-1_n487","false","pp","dop-4_tm1392 (pp) egl-1_n487"
"dop-4_tm1392 (pp) egl-19_n2368","7.75305175","0.56","pp","0.087812182","dop-4_tm1392 (pp) egl-19_n2368","false","pp","dop-4_tm1392 (pp) egl-19_n2368"
"dop-4_tm1392 (pp) egl-18_ok290","3.55211148","0.64","pp","0.126838014","dop-4_tm1392 (pp) egl-18_ok290","false","pp","dop-4_tm1392 (pp) egl-18_ok290"
"dop-4_tm1392 (pp) egl-17_e1313","3.23997382","0.72","pp","0.14831664","dop-4_tm1392 (pp) egl-17_e1313","false","pp","dop-4_tm1392 (pp) egl-17_e1313"
"dop-4_tm1392 (pp) egl-15_n484","2.18676306","0.79","pp","0.174645739","dop-4_tm1392 (pp) egl-15_n484","false","pp","dop-4_tm1392 (pp) egl-15_n484"
"dop-4_tm1392 (pp) egl-14_n549","72.96955155","0.44","pp","0.129566293","dop-4_tm1392 (pp) egl-14_n549","false","pp","dop-4_tm1392 (pp) egl-14_n549"
"dop-4_tm1392 (pp) egl-13_n483","3.45860099","0.52","pp","0.156579118","dop-4_tm1392 (pp) egl-13_n483","false","pp","dop-4_tm1392 (pp) egl-13_n483"
"dop-4_tm1392 (pp) egl-12_n602","3.95820663","0.62","pp","0.10212467","dop-4_tm1392 (pp) egl-12_n602","false","pp","dop-4_tm1392 (pp) egl-12_n602"
"dop-4_tm1392 (pp) egl-10_md176","29.83722075","0.43","pp","0.118663368","dop-4_tm1392 (pp) egl-10_md176","false","pp","dop-4_tm1392 (pp) egl-10_md176"
"dop-4_tm1392 (pp) dpy-20_e1282","5.28137878","0.72","pp","0.111647416","dop-4_tm1392 (pp) dpy-20_e1282","false","pp","dop-4_tm1392 (pp) dpy-20_e1282"
"dop-3_vs106 (pp) egl-7_n575","3.18871436","0.66","pp","0.180018989","dop-3_vs106 (pp) egl-7_n575","false","pp","dop-3_vs106 (pp) egl-7_n575"
"dop-3_vs106 (pp) egl-5_n486","4.22876442","0.71","pp","0.126594774","dop-3_vs106 (pp) egl-5_n486","false","pp","dop-3_vs106 (pp) egl-5_n486"
"dop-3_vs106 (pp) egl-49_n1107","132.63540713","0.41","pp","0.120696365","dop-3_vs106 (pp) egl-49_n1107","false","pp","dop-3_vs106 (pp) egl-49_n1107"
"dop-3_vs106 (pp) egl-46_n1127","4.3558055","0.56","pp","0.096908048","dop-3_vs106 (pp) egl-46_n1127","false","pp","dop-3_vs106 (pp) egl-46_n1127"
"dop-3_vs106 (pp) egl-44_n1080","6.63621514","0.55","pp","0.112223246","dop-3_vs106 (pp) egl-44_n1080","false","pp","dop-3_vs106 (pp) egl-44_n1080"
"dop-3_vs106 (pp) egl-43_n1079","6.19041944","0.52","pp","0.115109816","dop-3_vs106 (pp) egl-43_n1079","false","pp","dop-3_vs106 (pp) egl-43_n1079"
"dop-3_vs106 (pp) egl-42_n995","3.18871436","0.75","pp","0.131048389","dop-3_vs106 (pp) egl-42_n995","false","pp","dop-3_vs106 (pp) egl-42_n995"
"dop-3_vs106 (pp) egl-40_n606","17.65640911","0.59","pp","0.095139012","dop-3_vs106 (pp) egl-40_n606","false","pp","dop-3_vs106 (pp) egl-40_n606"
"dop-3_vs106 (pp) egl-37_n742","4.14936953","0.46","pp","0.125403496","dop-3_vs106 (pp) egl-37_n742","false","pp","dop-3_vs106 (pp) egl-37_n742"
"dop-3_vs106 (pp) egl-33_n151","3.18630007","0.72","pp","0.116020411","dop-3_vs106 (pp) egl-33_n151","false","pp","dop-3_vs106 (pp) egl-33_n151"
"dop-3_vs106 (pp) egl-32_n155","3.26253161","0.69","pp","0.138260503","dop-3_vs106 (pp) egl-32_n155","false","pp","dop-3_vs106 (pp) egl-32_n155"
"dop-3_vs106 (pp) egl-2_n693","7.58105185","0.46","pp","0.109993461","dop-3_vs106 (pp) egl-2_n693","false","pp","dop-3_vs106 (pp) egl-2_n693"
"dop-3_vs106 (pp) egl-28_n570","4.45995811","0.46","pp","0.084268601","dop-3_vs106 (pp) egl-28_n570","false","pp","dop-3_vs106 (pp) egl-28_n570"
"dop-3_vs106 (pp) egl-27_ok151","77.39186895","0.49","pp","0.109650707","dop-3_vs106 (pp) egl-27_ok151","false","pp","dop-3_vs106 (pp) egl-27_ok151"
"dop-3_vs106 (pp) egl-24_n572","3.38293295","0.61","pp","0.141408749","dop-3_vs106 (pp) egl-24_n572","false","pp","dop-3_vs106 (pp) egl-24_n572"
"dop-3_vs106 (pp) egl-20_mu39","6.4921689","0.6","pp","0.144821792","dop-3_vs106 (pp) egl-20_mu39","false","pp","dop-3_vs106 (pp) egl-20_mu39"
"dop-3_vs106 (pp) egl-1_n487","4.5086315","0.57","pp","0.133500154","dop-3_vs106 (pp) egl-1_n487","false","pp","dop-3_vs106 (pp) egl-1_n487"
"dop-3_vs106 (pp) egl-19_n2368","4.75386677","0.67","pp","0.10836988","dop-3_vs106 (pp) egl-19_n2368","false","pp","dop-3_vs106 (pp) egl-19_n2368"
"dop-3_vs106 (pp) egl-18_ok290","3.44475001","0.61","pp","0.113007119","dop-3_vs106 (pp) egl-18_ok290","false","pp","dop-3_vs106 (pp) egl-18_ok290"
"dop-3_vs106 (pp) egl-17_e1313","3.22885326","0.66","pp","0.144165659","dop-3_vs106 (pp) egl-17_e1313","false","pp","dop-3_vs106 (pp) egl-17_e1313"
"dop-3_vs106 (pp) egl-15_n484","4.3508003","0.65","pp","0.13752499","dop-3_vs106 (pp) egl-15_n484","false","pp","dop-3_vs106 (pp) egl-15_n484"
"dop-3_vs106 (pp) egl-14_n549","96.26882245","0.41","pp","0.115270048","dop-3_vs106 (pp) egl-14_n549","false","pp","dop-3_vs106 (pp) egl-14_n549"
"dop-3_vs106 (pp) egl-13_n483","3.38707373","0.52","pp","0.147209546","dop-3_vs106 (pp) egl-13_n483","false","pp","dop-3_vs106 (pp) egl-13_n483"
"dop-3_vs106 (pp) egl-12_n602","4.16469649","0.58","pp","0.087628199","dop-3_vs106 (pp) egl-12_n602","false","pp","dop-3_vs106 (pp) egl-12_n602"
"dop-3_vs106 (pp) dpy-20_e1282","18.30650071","0.51","pp","0.108464235","dop-3_vs106 (pp) dpy-20_e1282","false","pp","dop-3_vs106 (pp) dpy-20_e1282"
"dop-3_vs106 (pp) dop-4_tm1392","4.54247153","0.67","pp","0.135469682","dop-3_vs106 (pp) dop-4_tm1392","false","pp","dop-3_vs106 (pp) dop-4_tm1392"
"dop-2;dop-3_vs105;vs106 (pp) egl-7_n575","2.89360085","0.74","pp","0.205075277","dop-2;dop-3_vs105;vs106 (pp) egl-7_n575","false","pp","dop-2;dop-3_vs105;vs106 (pp) egl-7_n575"
"dop-2;dop-3_vs105;vs106 (pp) egl-5_n486","3.92522835","0.74","pp","0.134413535","dop-2;dop-3_vs105;vs106 (pp) egl-5_n486","false","pp","dop-2;dop-3_vs105;vs106 (pp) egl-5_n486"
"dop-2;dop-3_vs105;vs106 (pp) egl-49_n1107","137.61089803","0.43","pp","0.118665846","dop-2;dop-3_vs105;vs106 (pp) egl-49_n1107","false","pp","dop-2;dop-3_vs105;vs106 (pp) egl-49_n1107"
"dop-2;dop-3_vs105;vs106 (pp) egl-46_n1127","3.75046106","0.55","pp","0.11223502","dop-2;dop-3_vs105;vs106 (pp) egl-46_n1127","false","pp","dop-2;dop-3_vs105;vs106 (pp) egl-46_n1127"
"dop-2;dop-3_vs105;vs106 (pp) egl-44_n1080","6.8734169","0.56","pp","0.10417374","dop-2;dop-3_vs105;vs106 (pp) egl-44_n1080","false","pp","dop-2;dop-3_vs105;vs106 (pp) egl-44_n1080"
"dop-2;dop-3_vs105;vs106 (pp) egl-43_n1079","5.24154328","0.59","pp","0.123209085","dop-2;dop-3_vs105;vs106 (pp) egl-43_n1079","false","pp","dop-2;dop-3_vs105;vs106 (pp) egl-43_n1079"
"dop-2;dop-3_vs105;vs106 (pp) egl-42_n995","2.89360085","0.81","pp","0.114522936","dop-2;dop-3_vs105;vs106 (pp) egl-42_n995","false","pp","dop-2;dop-3_vs105;vs106 (pp) egl-42_n995"
"dop-2;dop-3_vs105;vs106 (pp) egl-40_n606","18.41982513","0.62","pp","0.102458664","dop-2;dop-3_vs105;vs106 (pp) egl-40_n606","false","pp","dop-2;dop-3_vs105;vs106 (pp) egl-40_n606"
"dop-2;dop-3_vs105;vs106 (pp) egl-37_n742","3.86359481","0.5","pp","0.128566433","dop-2;dop-3_vs105;vs106 (pp) egl-37_n742","false","pp","dop-2;dop-3_vs105;vs106 (pp) egl-37_n742"
"dop-2;dop-3_vs105;vs106 (pp) egl-33_n151","2.89886617","0.73","pp","0.136929546","dop-2;dop-3_vs105;vs106 (pp) egl-33_n151","false","pp","dop-2;dop-3_vs105;vs106 (pp) egl-33_n151"
"dop-2;dop-3_vs105;vs106 (pp) egl-32_n155","2.75419067","0.72","pp","0.149948466","dop-2;dop-3_vs105;vs106 (pp) egl-32_n155","false","pp","dop-2;dop-3_vs105;vs106 (pp) egl-32_n155"
"dop-2;dop-3_vs105;vs106 (pp) egl-2_n693","7.63431378","0.45","pp","0.123031842","dop-2;dop-3_vs105;vs106 (pp) egl-2_n693","false","pp","dop-2;dop-3_vs105;vs106 (pp) egl-2_n693"
"dop-2;dop-3_vs105;vs106 (pp) egl-28_n570","3.90147365","0.5","pp","0.096931173","dop-2;dop-3_vs105;vs106 (pp) egl-28_n570","false","pp","dop-2;dop-3_vs105;vs106 (pp) egl-28_n570"
"dop-2;dop-3_vs105;vs106 (pp) egl-27_ok151","59.59963064","0.52","pp","0.119818583","dop-2;dop-3_vs105;vs106 (pp) egl-27_ok151","false","pp","dop-2;dop-3_vs105;vs106 (pp) egl-27_ok151"
"dop-2;dop-3_vs105;vs106 (pp) egl-24_n572","2.87174301","0.65","pp","0.119866799","dop-2;dop-3_vs105;vs106 (pp) egl-24_n572","false","pp","dop-2;dop-3_vs105;vs106 (pp) egl-24_n572"
"dop-2;dop-3_vs105;vs106 (pp) egl-20_mu39","5.5309328","0.6","pp","0.12881389","dop-2;dop-3_vs105;vs106 (pp) egl-20_mu39","false","pp","dop-2;dop-3_vs105;vs106 (pp) egl-20_mu39"
"dop-2;dop-3_vs105;vs106 (pp) egl-1_n487","4.10855267","0.6","pp","0.13535719","dop-2;dop-3_vs105;vs106 (pp) egl-1_n487","false","pp","dop-2;dop-3_vs105;vs106 (pp) egl-1_n487"
"dop-2;dop-3_vs105;vs106 (pp) egl-19_n2368","4.33571514","0.72","pp","0.105937959","dop-2;dop-3_vs105;vs106 (pp) egl-19_n2368","false","pp","dop-2;dop-3_vs105;vs106 (pp) egl-19_n2368"
"dop-2;dop-3_vs105;vs106 (pp) egl-18_ok290","3.16204931","0.61","pp","0.109938044","dop-2;dop-3_vs105;vs106 (pp) egl-18_ok290","false","pp","dop-2;dop-3_vs105;vs106 (pp) egl-18_ok290"
"dop-2;dop-3_vs105;vs106 (pp) egl-17_e1313","2.93589023","0.67","pp","0.145582744","dop-2;dop-3_vs105;vs106 (pp) egl-17_e1313","false","pp","dop-2;dop-3_vs105;vs106 (pp) egl-17_e1313"
"dop-2;dop-3_vs105;vs106 (pp) egl-15_n484","4.16260196","0.67","pp","0.127074529","dop-2;dop-3_vs105;vs106 (pp) egl-15_n484","false","pp","dop-2;dop-3_vs105;vs106 (pp) egl-15_n484"
"dop-2;dop-3_vs105;vs106 (pp) egl-14_n549","88.26742013","0.45","pp","0.119751097","dop-2;dop-3_vs105;vs106 (pp) egl-14_n549","false","pp","dop-2;dop-3_vs105;vs106 (pp) egl-14_n549"
"dop-2;dop-3_vs105;vs106 (pp) egl-13_n483","2.87588379","0.59","pp","0.146677402","dop-2;dop-3_vs105;vs106 (pp) egl-13_n483","false","pp","dop-2;dop-3_vs105;vs106 (pp) egl-13_n483"
"dop-2;dop-3_vs105;vs106 (pp) egl-12_n602","3.97540694","0.62","pp","0.089858049","dop-2;dop-3_vs105;vs106 (pp) egl-12_n602","false","pp","dop-2;dop-3_vs105;vs106 (pp) egl-12_n602"
"dop-2;dop-3_vs105;vs106 (pp) egl-11_n587","41.53654579","0.45","pp","0.125238271","dop-2;dop-3_vs105;vs106 (pp) egl-11_n587","false","pp","dop-2;dop-3_vs105;vs106 (pp) egl-11_n587"
"dop-2;dop-3_vs105;vs106 (pp) dpy-20_e1282","18.74543768","0.5","pp","0.091072965","dop-2;dop-3_vs105;vs106 (pp) dpy-20_e1282","false","pp","dop-2;dop-3_vs105;vs106 (pp) dpy-20_e1282"
"dop-2;dop-3_vs105;vs106 (pp) dop-4_tm1392","4.30903408","0.65","pp","0.116698727","dop-2;dop-3_vs105;vs106 (pp) dop-4_tm1392","false","pp","dop-2;dop-3_vs105;vs106 (pp) dop-4_tm1392"
"dop-2;dop-3_vs105;vs106 (pp) dop-3_vs106","2.29632214","0.75","pp","0.148241231","dop-2;dop-3_vs105;vs106 (pp) dop-3_vs106","false","pp","dop-2;dop-3_vs105;vs106 (pp) dop-3_vs106"
"dop-2;dop-3_vs105;vs106 (pp) dop-2_vs105","3.96431373","0.7","pp","0.135378866","dop-2;dop-3_vs105;vs106 (pp) dop-2_vs105","false","pp","dop-2;dop-3_vs105;vs106 (pp) dop-2_vs105"
"dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-7_n575","2.85629451","0.71","pp","0.207630769","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-7_n575","false","pp","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-7_n575"
"dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-5_n486","4.0705822","0.72","pp","0.148939768","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-5_n486","false","pp","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-5_n486"
"dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-49_n1107","126.98739938","0.45","pp","0.120689089","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-49_n1107","false","pp","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-49_n1107"
"dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-46_n1127","4.00547419","0.55","pp","0.104286843","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-46_n1127","false","pp","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-46_n1127"
"dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-44_n1080","6.96536818","0.56","pp","0.112994874","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-44_n1080","false","pp","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-44_n1080"
"dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-43_n1079","6.01758154","0.54","pp","0.12759394","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-43_n1079","false","pp","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-43_n1079"
"dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-42_n995","2.85629451","0.81","pp","0.129660945","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-42_n995","false","pp","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-42_n995"
"dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-40_n606","17.40945286","0.63","pp","0.102361957","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-40_n606","false","pp","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-40_n606"
"dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-37_n742","3.82632713","0.47","pp","0.125670171","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-37_n742","false","pp","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-37_n742"
"dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-33_n151","2.74292108","0.74","pp","0.138079354","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-33_n151","false","pp","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-33_n151"
"dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-32_n155","2.82376061","0.69","pp","0.138703924","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-32_n155","false","pp","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-32_n155"
"dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-2_n693","7.86344734","0.46","pp","0.120881879","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-2_n693","false","pp","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-2_n693"
"dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-28_n570","4.17223688","0.48","pp","0.09668744","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-28_n570","false","pp","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-28_n570"
"dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-27_ok151","71.77811781","0.47","pp","0.122589201","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-27_ok151","false","pp","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-27_ok151"
"dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-24_n572","2.93866744","0.62","pp","0.106390411","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-24_n572","false","pp","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-24_n572"
"dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-20_mu39","6.00986279","0.56","pp","0.144999891","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-20_mu39","false","pp","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-20_mu39"
"dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-1_n487","4.1754771","0.57","pp","0.131100027","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-1_n487","false","pp","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-1_n487"
"dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-19_n2368","4.58314755","0.66","pp","0.0985112","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-19_n2368","false","pp","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-19_n2368"
"dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-18_ok290","3.11888217","0.64","pp","0.113946688","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-18_ok290","false","pp","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-18_ok290"
"dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-17_e1313","2.78458775","0.68","pp","0.140257635","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-17_e1313","false","pp","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-17_e1313"
"dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-15_n484","3.90543751","0.69","pp","0.124714048","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-15_n484","false","pp","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-15_n484"
"dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-14_n549","82.13712816","0.45","pp","0.111774598","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-14_n549","false","pp","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-14_n549"
"dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-13_n483","2.94280822","0.55","pp","0.15209764","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-13_n483","false","pp","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-13_n483"
"dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-12_n602","4.01765731","0.63","pp","0.092574983","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-12_n602","false","pp","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-12_n602"
"dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-10_md176","35.64502605","0.41","pp","0.091103893","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-10_md176","false","pp","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) egl-10_md176"
"dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) dpy-20_e1282","17.76943809","0.53","pp","0.088183499","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) dpy-20_e1282","false","pp","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) dpy-20_e1282"
"dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) dop-4_tm1392","4.09575922","0.7","pp","0.113295955","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) dop-4_tm1392","false","pp","dop-1;dop-2;dop-3_vs100;vs105;vs106 (pp) dop-4_tm1392"
