"V1","V2","V3","V4","V5","V6"
0.68867,-4.4021,3.3476,-1.7543,-0.13093,1.7804
0.81831,-4.3054,3.4047,-1.5401,0.096329,1.7726
0.96337,-4.2081,3.4579,-1.3212,0.31593,1.7649
1.1481,-4.1092,3.5062,-1.0852,0.5237,1.7566
1.3695,-4.0124,3.5497,-0.84289,0.70812,1.7481
1.578,-3.9297,3.5877,-0.62681,0.85301,1.7403
1.7242,-3.8702,3.6244,-0.46409,0.95744,1.7341
1.8007,-3.836,3.6569,-0.36391,1.0193,1.7302
1.8207,-3.8263,3.6761,-0.33114,1.0294,1.7288
1.7907,-3.8373,3.6753,-0.36609,0.9845,1.73
1.7023,-3.8656,3.6597,-0.46911,0.89141,1.7339
1.5527,-3.9069,3.6327,-0.63492,0.75492,1.7407
1.352,-3.9518,3.5931,-0.84678,0.58623,1.7501
1.0913,-3.9892,3.5523,-1.0845,0.41431,1.7614
0.78437,-4.0072,3.5199,-1.3142,0.27486,1.7731
0.46793,-3.9959,3.5066,-1.4949,0.20154,1.7835
0.16152,-3.9519,3.5145,-1.6089,0.2025,1.7917
-0.13032,-3.877,3.5375,-1.6557,0.27271,1.7974
-0.40092,-3.7799,3.5683,-1.6513,0.38831,1.8011
-0.61764,-3.6834,3.5986,-1.6259,0.49688,1.8034
-0.75509,-3.6091,3.6204,-1.6113,0.55605,1.805
-0.819,-3.5539,3.634,-1.6123,0.57159,1.8064
-0.84394,-3.4988,3.6442,-1.6145,0.58003,1.8076
-0.87998,-3.4226,3.6544,-1.5971,0.6205,1.8087
-0.9537,-3.3139,3.6675,-1.5392,0.71352,1.809
-1.0505,-3.1785,3.6848,-1.4355,0.85363,1.8082
-1.1159,-3.0385,3.7085,-1.2982,1.0118,1.8058
-1.109,-2.9149,3.7379,-1.1435,1.1611,1.8019
-1.0303,-2.8177,3.7696,-0.98691,1.288,1.7966
-0.90315,-2.7481,3.8016,-0.84345,1.3872,1.791
-0.76861,-2.6956,3.8306,-0.7186,1.4634,1.7855
-0.65471,-2.6431,3.8588,-0.60411,1.5345,1.7805
-0.56787,-2.5843,3.8871,-0.49481,1.6087,1.7757
-0.49514,-2.5275,3.9135,-0.39521,1.6766,1.7714
-0.42331,-2.4729,3.9389,-0.30085,1.7369,1.7674
-0.34606,-2.4073,3.9681,-0.18777,1.8106,1.7625
-0.26374,-2.326,4.0025,-0.045955,1.908,1.7565
-0.16791,-2.2381,4.0399,0.1149,2.0191,1.7494
-0.055136,-2.1518,4.0788,0.28163,2.129,1.7419
0.06431,-2.0663,4.1174,0.44553,2.2258,1.7344
0.16937,-1.9973,4.148,0.57299,2.279,1.7283
0.23952,-1.9592,4.163,0.63553,2.268,1.725
0.26903,-1.9403,4.1675,0.64372,2.2094,1.7239
0.26008,-1.931,4.1678,0.61218,2.1262,1.7242
0.21463,-1.9282,4.1656,0.54888,2.0271,1.7259
0.13413,-1.9379,4.1557,0.45012,1.9052,1.7291
0.025958,-1.9636,4.136,0.31878,1.761,1.734
-0.095748,-2.0059,4.1083,0.16557,1.6068,1.74
-0.21248,-2.0635,4.077,0.0011206,1.4601,1.7471
-0.33391,-2.1233,4.0443,-0.16851,1.3222,1.7548
-0.48918,-2.1714,4.008,-0.3456,1.1828,1.7632
-0.69591,-2.1992,3.9664,-0.52887,1.0346,1.7724
-0.94163,-2.1966,3.925,-0.69267,0.8903,1.7812
-1.2201,-2.1575,3.8907,-0.81936,0.75661,1.7889
-1.5225,-2.0858,3.8655,-0.91054,0.63096,1.7956
-1.8519,-1.9851,3.8417,-0.99319,0.51238,1.8026
-2.1828,-1.8671,3.8108,-1.0948,0.42256,1.8112
-2.4642,-1.7466,3.7752,-1.2057,0.39383,1.8208
-2.675,-1.6271,3.7382,-1.3043,0.43724,1.8303
-2.8334,-1.5,3.698,-1.3709,0.53153,1.8389
-2.9328,-1.372,3.665,-1.3894,0.65328,1.845
-2.9763,-1.2397,3.6446,-1.3449,0.78867,1.8477
-2.9953,-1.0847,3.6283,-1.2345,0.92726,1.8472
