"V1","V2","V3","V4","V5","V6"
-3.1311,5.1681,-1.6912,-0.77411,0.023824,2.6604
-2.99,5.1956,-1.7358,-0.69135,0.09409,2.6591
-2.8293,5.2284,-1.7811,-0.5958,0.17351,2.6571
-2.6366,5.2704,-1.8301,-0.48234,0.26272,2.6539
-2.425,5.3181,-1.8807,-0.35933,0.35137,2.6499
-2.2332,5.3616,-1.9252,-0.25251,0.42199,2.6462
-2.0753,5.3973,-1.9622,-0.17412,0.47009,2.6434
-1.9562,5.4234,-1.9862,-0.11991,0.50104,2.6419
-1.8788,5.4395,-1.9944,-0.085275,0.51931,2.6414
-1.8264,5.4489,-1.9937,-0.06148,0.52865,2.6414
-1.7695,5.4554,-1.9979,-0.039398,0.52661,2.6415
-1.7296,5.4528,-2.0085,-0.039077,0.50012,2.642
-1.7349,5.4337,-2.0232,-0.082474,0.43799,2.6435
-1.7832,5.3984,-2.0436,-0.17246,0.33765,2.6464
-1.8674,5.3502,-2.0694,-0.30137,0.20703,2.6506
-1.9672,5.2982,-2.0905,-0.43788,0.076594,2.6553
-2.0625,5.2538,-2.0974,-0.5458,-0.015762,2.6591
-2.1452,5.2227,-2.0867,-0.61165,-0.055775,2.6614
-2.2096,5.205,-2.0666,-0.64038,-0.050465,2.662
-2.2432,5.2005,-2.047,-0.63857,-0.015405,2.6616
-2.2404,5.2088,-2.0288,-0.60788,0.039947,2.6603
-2.1956,5.2288,-2.0171,-0.54931,0.10991,2.6583
-2.1082,5.2583,-2.0143,-0.46465,0.19104,2.6553
-1.9802,5.2926,-2.0232,-0.36205,0.27851,2.6514
-1.8303,5.3246,-2.0426,-0.25868,0.36563,2.6468
-1.6573,5.3555,-2.0697,-0.15779,0.45403,2.6413
-1.4793,5.3828,-2.0943,-0.074122,0.53808,2.6354
-1.3009,5.4039,-2.1149,-0.018107,0.60605,2.6302
-1.128,5.416,-2.1294,0.0067748,0.64729,2.6266
-0.98497,5.4148,-2.137,-0.0061126,0.64842,2.6249
-0.87465,5.398,-2.1467,-0.056996,0.60525,2.6251
-0.8202,5.367,-2.1611,-0.14414,0.52917,2.6272
-0.83747,5.3264,-2.1844,-0.25351,0.44209,2.63
-0.89334,5.2852,-2.2096,-0.35965,0.36204,2.6327
-0.94992,5.2516,-2.2286,-0.43828,0.30189,2.6345
-0.98783,5.2305,-2.2365,-0.47927,0.2727,2.6352
-0.98875,5.2264,-2.2291,-0.47482,0.28482,2.6345
-0.93858,5.2423,-2.2054,-0.42047,0.34134,2.6322
-0.81635,5.2751,-2.1728,-0.31557,0.43272,2.628
-0.6288,5.3141,-2.1421,-0.17602,0.53782,2.6223
-0.42452,5.346,-2.1186,-0.037052,0.63096,2.6163
-0.22703,5.3644,-2.1044,0.08166,0.69889,2.6109
-0.054778,5.371,-2.0973,0.1734,0.74392,2.6064
0.081103,5.3711,-2.0937,0.24135,0.77216,2.6028
0.18887,5.3692,-2.0909,0.29361,0.79082,2.5996
0.28042,5.367,-2.0912,0.33343,0.80078,2.5966
0.35459,5.365,-2.0913,0.36305,0.80487,2.5943
0.40417,5.3636,-2.0887,0.37893,0.80495,2.5929
0.42321,5.3585,-2.0881,0.37362,0.79398,2.5927
0.41132,5.3437,-2.0966,0.34139,0.75758,2.5937
0.36374,5.3146,-2.1182,0.27639,0.68654,2.596
0.28942,5.2685,-2.1549,0.17635,0.57636,2.5996
0.21115,5.2075,-2.2035,0.048987,0.4341,2.6041
0.14503,5.14,-2.2533,-0.09132,0.27801,2.6089
0.097526,5.0771,-2.2868,-0.23356,0.12746,2.614
0.062729,5.0238,-2.3002,-0.36498,-0.0020318,2.6188
0.034838,4.9798,-2.2982,-0.48129,-0.10428,2.6231
0.013523,4.9404,-2.2916,-0.58601,-0.18901,2.6271
-0.0073477,4.901,-2.2916,-0.68025,-0.26688,2.6304
-0.033117,4.8613,-2.3021,-0.76243,-0.33823,2.6328
-0.066081,4.8228,-2.3201,-0.836,-0.40478,2.6347
-0.10213,4.7851,-2.342,-0.90391,-0.47193,2.6363
-0.13707,4.7509,-2.3638,-0.96443,-0.53574,2.6379
-0.1728,4.7264,-2.3777,-1.0157,-0.58603,2.6395
-0.20779,4.7099,-2.3852,-1.0592,-0.62228,2.6412
-0.24189,4.6984,-2.3898,-1.0975,-0.6477,2.6429
-0.27762,4.689,-2.3934,-1.1325,-0.66564,2.6445
-0.32133,4.6791,-2.3955,-1.1697,-0.6817,2.6461
-0.37573,4.6638,-2.3994,-1.2169,-0.70272,2.6478
