"V1","V2","V3","V4","V5","V6"
5.0179,0.87724,-0.36305,0.79857,0.47076,3.563
4.9334,0.58053,-0.29078,0.53504,0.20992,3.561
4.8416,0.30955,-0.22373,0.28505,-0.025968,3.5597
4.7343,0.075853,-0.16593,0.049905,-0.22666,3.5596
4.6063,-0.13567,-0.12526,-0.16972,-0.38262,3.5608
4.4574,-0.35036,-0.099568,-0.38073,-0.4964,3.5628
4.2908,-0.5689,-0.083015,-0.58105,-0.58853,3.5648
4.1181,-0.77266,-0.072674,-0.7547,-0.66919,3.5666
3.9675,-0.9351,-0.067733,-0.86916,-0.71448,3.5674
3.8492,-1.0564,-0.065197,-0.92423,-0.71349,3.5671
3.7482,-1.1565,-0.058073,-0.96281,-0.68936,3.5664
3.6516,-1.2386,-0.042226,-1.0216,-0.6732,3.5664
3.5478,-1.3245,-0.020065,-1.1088,-0.67541,3.5672
3.4313,-1.4259,0.001357,-1.2151,-0.69557,3.5685
3.2957,-1.5466,0.017936,-1.3333,-0.72935,3.5705
3.1171,-1.7028,0.029658,-1.467,-0.77641,3.5731
2.8847,-1.9003,0.035749,-1.6085,-0.82409,3.5762
2.5907,-2.1295,0.036724,-1.7649,-0.86524,3.5801
2.2595,-2.3468,0.032864,-1.926,-0.8897,3.5854
1.9022,-2.5422,0.024781,-2.0602,-0.88749,3.5913
1.4996,-2.7443,0.016103,-2.1349,-0.84958,3.5971
1.0488,-2.952,0.0089044,-2.1488,-0.77046,3.6028
0.57436,-3.132,0.00049026,-2.1261,-0.65253,3.6092
0.11519,-3.2634,-0.0093577,-2.0785,-0.51315,3.6161
-0.30357,-3.3492,-0.018131,-2.0084,-0.37007,3.6229
-0.63968,-3.3897,-0.024372,-1.9239,-0.23939,3.6285
-0.87323,-3.3894,-0.025316,-1.8297,-0.1239,3.6324
-1.0403,-3.3614,-0.01894,-1.7243,-0.02109,3.635
-1.194,-3.3187,-0.0094579,-1.6177,0.063618,3.6375
-1.3754,-3.2697,-0.0036917,-1.5217,0.12529,3.6412
-1.6041,-3.2217,-0.0065673,-1.4513,0.16329,3.6469
-1.8737,-3.1753,-0.02098,-1.4157,0.18317,3.655
-2.1837,-3.1267,-0.045475,-1.4044,0.18784,3.6656
-2.524,-3.0704,-0.079343,-1.4043,0.1803,3.6784
-2.8704,-3.0005,-0.11996,-1.4063,0.16537,3.6921
-3.2042,-2.9123,-0.16361,-1.3981,0.14946,3.7059
-3.5065,-2.7994,-0.21251,-1.3632,0.15102,3.719
-3.767,-2.6477,-0.27261,-1.2872,0.20093,3.7314
-3.9717,-2.4489,-0.33934,-1.1475,0.31743,3.7424
-4.1069,-2.2088,-0.39896,-0.93778,0.49306,3.7507
-4.1798,-1.9482,-0.44575,-0.68932,0.6938,3.7564
