"V1","V2","V3","V4","V5","V6"
-2.7091,2.4776,0.34326,0.6316,-0.16504,-8.7801
-2.354,2.7348,0.2663,0.63654,-0.12318,-8.7837
-1.9889,3.0009,0.17783,0.63446,-0.11323,-8.7878
-1.6389,3.2356,0.089954,0.62867,-0.12981,-8.7921
-1.3373,3.4039,0.011056,0.60947,-0.17717,-8.7954
-1.095,3.5023,-0.055772,0.57153,-0.24855,-8.7974
-0.89814,3.5521,-0.11363,0.5275,-0.32201,-8.7985
-0.73983,3.5763,-0.16159,0.49275,-0.374,-8.7993
-0.61199,3.5876,-0.20192,0.46622,-0.40586,-8.8003
-0.49229,3.5944,-0.24237,0.43239,-0.42602,-8.8014
-0.34939,3.6025,-0.28834,0.38164,-0.43794,-8.8028
-0.15924,3.6171,-0.33564,0.32249,-0.42725,-8.8052
0.095303,3.6455,-0.37503,0.27981,-0.3731,-8.8095
0.40725,3.6774,-0.40453,0.25033,-0.28714,-8.8159
0.74391,3.6846,-0.43307,0.19497,-0.21706,-8.8228
1.0542,3.6392,-0.4749,0.074523,-0.20901,-8.8285
1.3146,3.5379,-0.53328,-0.10666,-0.26672,-8.8325
1.5054,3.4135,-0.59356,-0.29427,-0.34808,-8.8351
1.6473,3.3078,-0.64225,-0.42348,-0.39556,-8.8378
1.7895,3.2444,-0.67177,-0.45268,-0.36598,-8.8426
1.9627,3.2093,-0.68563,-0.40135,-0.27283,-8.8501
2.1817,3.1728,-0.69036,-0.31157,-0.14692,-8.8601
2.4321,3.1104,-0.69248,-0.22956,-0.02785,-8.8714
2.6614,3.0104,-0.70549,-0.20376,0.042413,-8.8816
2.8304,2.8792,-0.73185,-0.25735,0.057963,-8.8887
2.9551,2.7255,-0.76217,-0.36597,0.049482,-8.8934
3.0529,2.5661,-0.78975,-0.48763,0.038972,-8.897
3.1312,2.4159,-0.81355,-0.58858,0.034184,-8.9003
3.1957,2.2771,-0.83445,-0.66011,0.038724,-8.9038
3.2554,2.133,-0.85546,-0.71073,0.051374,-8.9082
3.3185,1.9702,-0.87632,-0.75149,0.069423,-8.9138
3.378,1.8006,-0.90047,-0.78746,0.089911,-8.9198
3.4327,1.639,-0.92654,-0.81625,0.11507,-8.9257
3.4836,1.4873,-0.95008,-0.83863,0.14378,-8.9315
3.5234,1.3295,-0.96864,-0.86748,0.16174,-8.9369
3.5416,1.1509,-0.97922,-0.91987,0.15442,-8.9414
3.5347,0.94081,-0.98113,-1.0019,0.12085,-8.9453
3.4953,0.70524,-0.98693,-1.1083,0.076785,-8.9479
3.4151,0.44531,-1.0055,-1.2374,0.025165,-8.9493
3.2954,0.15811,-1.0381,-1.3869,-0.025943,-8.9494
3.1504,-0.14322,-1.0803,-1.5344,-0.06282,-8.949
2.9886,-0.43837,-1.1239,-1.6681,-0.091753,-8.9479
2.8207,-0.70428,-1.1626,-1.7807,-0.1088,-8.9465
2.6371,-0.94852,-1.1883,-1.8936,-0.11525,-8.944
2.4342,-1.1783,-1.198,-2.0165,-0.11339,-8.9405
2.2323,-1.3819,-1.1992,-2.1245,-0.099067,-8.9368
2.0454,-1.5532,-1.2008,-2.1995,-0.074108,-8.9338
1.8591,-1.7119,-1.208,-2.2485,-0.044787,-8.9309
1.6528,-1.877,-1.2229,-2.2849,-0.0142,-8.9279
1.4262,-2.046,-1.2427,-2.309,0.020778,-8.9244
1.1766,-2.219,-1.2614,-2.3039,0.070103,-8.921
0.91557,-2.3892,-1.2747,-2.2471,0.14231,-8.9185
0.65472,-2.5438,-1.2799,-2.1404,0.2375,-8.9169
0.41449,-2.6745,-1.2768,-1.9854,0.34566,-8.9166
0.20086,-2.7853,-1.2676,-1.8094,0.44267,-8.917
0.0054554,-2.8808,-1.2569,-1.6663,0.49793,-8.9166
-0.20081,-2.9743,-1.2562,-1.5811,0.49241,-8.9143
-0.42893,-3.059,-1.2711,-1.5705,0.44568,-8.9093
-0.67835,-3.1262,-1.2962,-1.6151,0.38916,-8.9016
-0.92047,-3.1714,-1.3213,-1.6731,0.34664,-8.8929
-1.1383,-3.1958,-1.3386,-1.7018,0.33396,-8.8848
-1.3144,-3.1991,-1.3429,-1.6792,0.36192,-8.8786
-1.4455,-3.188,-1.3326,-1.598,0.4174,-8.8749
-1.5741,-3.1731,-1.3151,-1.4593,0.47692,-8.8725
-1.7216,-3.1583,-1.2958,-1.2905,0.52461,-8.8703
-1.8799,-3.1398,-1.2777,-1.1288,0.55738,-8.8675
-2.0459,-3.1184,-1.2634,-0.98642,0.56399,-8.8641
-2.2309,-3.0957,-1.2515,-0.83941,0.53324,-8.8603
-2.4199,-3.0609,-1.242,-0.6971,0.49267,-8.8556
-2.5952,-3.0082,-1.2309,-0.55874,0.46458,-8.8504
-2.7367,-2.9388,-1.2138,-0.41831,0.45693,-8.8457
-2.8385,-2.8541,-1.1891,-0.26851,0.46583,-8.8419
-2.9153,-2.7579,-1.1606,-0.11939,0.47662,-8.8387
-2.9821,-2.6529,-1.132,0.017474,0.48017,-8.8353
-3.043,-2.5389,-1.1006,0.14542,0.47632,-8.8316
-3.0993,-2.4157,-1.061,0.2683,0.45445,-8.8278
-3.1691,-2.256,-1.018,0.41108,0.41894,-8.8226
-3.254,-2.0645,-0.98384,0.56418,0.37227,-8.8159
-3.3467,-1.8739,-0.96356,0.69158,0.30363,-8.8081
-3.4401,-1.6775,-0.95713,0.79744,0.2203,-8.7992
-3.5173,-1.4708,-0.95485,0.89416,0.13947,-8.79
-3.5587,-1.2468,-0.94321,1.0012,0.079843,-8.7816
-3.5557,-1.0071,-0.92328,1.1264,0.050398,-8.7744
