"V1","V2","V3","V4","V5","V6"
0.48473,-2.6131,-1.8149,1.3113,0.70387,-6.2434
0.41466,-2.6671,-1.8132,1.2363,0.58428,-6.2407
0.32815,-2.7281,-1.8163,1.1421,0.45171,-6.2372
0.20261,-2.8047,-1.8238,1.0109,0.29227,-6.2318
0.021136,-2.899,-1.8332,0.83987,0.1007,-6.2237
-0.20479,-3.0028,-1.845,0.64326,-0.10764,-6.2134
-0.43309,-3.097,-1.8585,0.4649,-0.29404,-6.2031
-0.64008,-3.1705,-1.8682,0.32953,-0.44148,-6.1937
-0.82482,-3.2211,-1.8667,0.23988,-0.55188,-6.1849
-0.99207,-3.2528,-1.8556,0.18138,-0.63153,-6.1765
-1.1525,-3.2719,-1.8423,0.1352,-0.6909,-6.168
-1.3169,-3.2813,-1.8321,0.091561,-0.74304,-6.1592
-1.4999,-3.2821,-1.8281,0.044564,-0.79387,-6.1492
-1.7038,-3.2735,-1.8279,0.00030755,-0.84107,-6.138
-1.907,-3.2565,-1.8333,-0.030767,-0.86956,-6.1269
-2.0638,-3.2307,-1.8439,-0.034865,-0.85784,-6.1184
-2.1645,-3.1906,-1.8503,-0.0029271,-0.80617,-6.1127
-2.23,-3.1377,-1.8529,0.056996,-0.73153,-6.1088
-2.2865,-3.0816,-1.8547,0.12312,-0.65982,-6.1055
-2.3482,-3.0416,-1.8571,0.16335,-0.62536,-6.1022
-2.4122,-3.0222,-1.8567,0.17365,-0.63294,-6.0991
-2.4676,-3.0145,-1.8505,0.1711,-0.66187,-6.0965
-2.5125,-3.0018,-1.8347,0.17565,-0.687,-6.094
-2.5463,-2.9664,-1.8065,0.20866,-0.68291,-6.0914
-2.5656,-2.9008,-1.7715,0.28753,-0.63315,-6.0889
-2.5653,-2.8047,-1.736,0.42053,-0.53272,-6.0872
-2.5446,-2.6888,-1.7048,0.59331,-0.39758,-6.0865
-2.5107,-2.5787,-1.683,0.76374,-0.26766,-6.0868
-2.4737,-2.4834,-1.6702,0.91048,-0.16167,-6.0875
-2.437,-2.3958,-1.6626,1.038,-0.074427,-6.0882
-2.4014,-2.3068,-1.6556,1.1562,0.002742,-6.0885
-2.3647,-2.2176,-1.6518,1.272,0.077345,-6.0888
-2.3243,-2.1386,-1.6511,1.3804,0.14577,-6.0893
-2.2789,-2.0678,-1.6449,1.4828,0.20049,-6.09
-2.2259,-1.9991,-1.6274,1.5852,0.24194,-6.0908
-2.1638,-1.9334,-1.6009,1.6859,0.27312,-6.092
-2.0992,-1.8874,-1.5757,1.7654,0.29046,-6.0939
-2.0439,-1.8729,-1.5586,1.8049,0.28349,-6.0961
-2.0065,-1.8923,-1.5546,1.793,0.24865,-6.0984
-1.9987,-1.9415,-1.5652,1.7257,0.17939,-6.0998
-2.0257,-2.005,-1.5825,1.6129,0.072616,-6.0992
-2.0803,-2.0684,-1.5989,1.4763,-0.057675,-6.0966
-2.1476,-2.1253,-1.6125,1.3382,-0.18882,-6.093
-2.2159,-2.177,-1.6276,1.2131,-0.30319,-6.0895
-2.2865,-2.2216,-1.6427,1.106,-0.40643,-6.086
-2.3554,-2.2584,-1.6542,1.0212,-0.49636,-6.0827
-2.4094,-2.2901,-1.6596,0.9605,-0.55538,-6.0804
-2.445,-2.3106,-1.654,0.92893,-0.57432,-6.0787
-2.459,-2.3176,-1.6359,0.92952,-0.54254,-6.0776
-2.4437,-2.3219,-1.6139,0.96013,-0.44728,-6.0777
-2.3922,-2.3459,-1.6042,1.0057,-0.28911,-6.0802
-2.3082,-2.4069,-1.6132,1.0368,-0.10009,-6.0854
-2.2052,-2.5171,-1.6362,1.0152,0.063658,-6.092
-2.0957,-2.6776,-1.6698,0.91702,0.16714,-6.099
-1.9839,-2.8745,-1.7168,0.73956,0.20419,-6.1058
-1.8579,-3.0901,-1.7779,0.50068,0.18404,-6.1127
-1.7003,-3.2936,-1.8469,0.24535,0.13042,-6.1204
-1.484,-3.4636,-1.9181,0.0083753,0.065052,-6.1296
-1.1965,-3.5776,-1.9874,-0.17788,0.014163,-6.1409
-0.83868,-3.6241,-2.0562,-0.30125,-0.0056924,-6.1547
-0.43343,-3.6043,-2.1308,-0.36772,0.0057567,-6.1704
-0.025006,-3.5315,-2.2106,-0.39366,0.036332,-6.1862
0.35337,-3.4275,-2.2867,-0.38773,0.082552,-6.2007
0.67346,-3.3183,-2.3393,-0.34083,0.15349,-6.2129
0.93226,-3.2194,-2.3586,-0.24583,0.25535,-6.2229
1.1374,-3.1391,-2.3445,-0.10832,0.38701,-6.2315
1.3024,-3.0775,-2.3063,0.054463,0.53497,-6.2389
1.4311,-3.0331,-2.2671,0.20514,0.66016,-6.2449
1.5311,-2.9991,-2.254,0.30042,0.72062,-6.2495
1.6094,-2.9718,-2.2725,0.32469,0.7059,-6.2528
1.6605,-2.9573,-2.3158,0.27023,0.61937,-6.2545
1.6866,-2.9586,-2.3615,0.1645,0.49434,-6.2552
1.6814,-2.9801,-2.3935,0.031434,0.3623,-6.2549
1.6369,-3.0257,-2.4043,-0.10636,0.25078,-6.2534
1.5614,-3.0837,-2.3952,-0.21895,0.18505,-6.2509
1.4755,-3.1399,-2.3686,-0.27668,0.18124,-6.2482
1.406,-3.1784,-2.327,-0.25885,0.24427,-6.2463
1.3813,-3.1834,-2.2766,-0.16568,0.36627,-6.2464
1.4157,-3.1519,-2.2231,-0.0090576,0.52947,-6.249
1.4988,-3.0969,-2.1659,0.19089,0.71208,-6.254
1.6019,-3.0374,-2.1126,0.38669,0.87592,-6.2599
1.687,-2.9905,-2.0886,0.50794,0.96531,-6.2642
1.7288,-2.9677,-2.1045,0.51952,0.95499,-6.2654
1.7314,-2.9699,-2.1422,0.44678,0.87085,-6.2645
1.7088,-2.9932,-2.1793,0.33198,0.75314,-6.2626
1.6655,-3.0361,-2.2059,0.2005,0.62333,-6.2602
1.6019,-3.0951,-2.2221,0.069569,0.49538,-6.257
1.5274,-3.1563,-2.2392,-0.062637,0.37068,-6.2533
1.448,-3.2112,-2.264,-0.19925,0.2472,-6.2492
1.3601,-3.2608,-2.2963,-0.34084,0.1252,-6.2446
1.2499,-3.3167,-2.3296,-0.48927,0.0052074,-6.2394
1.1115,-3.387,-2.3578,-0.63808,-0.10818,-6.2332
0.95593,-3.4672,-2.3798,-0.78083,-0.21049,-6.2262
0.79263,-3.5471,-2.3966,-0.91126,-0.29591,-6.219
0.61116,-3.6293,-2.4076,-1.0286,-0.36518,-6.2111
0.40109,-3.7174,-2.4131,-1.1373,-0.41944,-6.2022
0.16594,-3.809,-2.4135,-1.2349,-0.45699,-6.1924
-0.073556,-3.8942,-2.4119,-1.3134,-0.4776,-6.1825
-0.29963,-3.9675,-2.4107,-1.3689,-0.48586,-6.1734
-0.51019,-4.0286,-2.4115,-1.4062,-0.48691,-6.1651
-0.71883,-4.0814,-2.4182,-1.4366,-0.48322,-6.1571
-0.92679,-4.1229,-2.4332,-1.4601,-0.47019,-6.1492
-1.1176,-4.147,-2.4526,-1.4681,-0.43973,-6.142
-1.2631,-4.15,-2.4669,-1.4446,-0.38809,-6.1364
-1.3591,-4.1356,-2.4675,-1.3784,-0.31831,-6.1329
-1.4305,-4.1116,-2.4555,-1.275,-0.23701,-6.1307
-1.4919,-4.0827,-2.4418,-1.1635,-0.1564,-6.129
-1.5641,-4.0576,-2.4328,-1.0725,-0.093066,-6.1269
-1.6705,-4.0489,-2.4266,-1.0185,-0.065251,-6.1233
-1.8329,-4.0622,-2.4203,-1.0017,-0.077271,-6.1172
-2.0585,-4.0957,-2.4118,-1.0138,-0.12452,-6.108
-2.3337,-4.1364,-2.4104,-1.0492,-0.19552,-6.0962
-2.6399,-4.1654,-2.4215,-1.0922,-0.27157,-6.0824
-2.9654,-4.1678,-2.4456,-1.119,-0.33003,-6.0674
-3.2903,-4.1318,-2.474,-1.1026,-0.35024,-6.0516
-3.5858,-4.055,-2.4987,-1.0327,-0.32323,-6.0363
-3.8177,-3.9462,-2.5158,-0.91781,-0.25238,-6.0234
-3.9858,-3.8151,-2.5266,-0.76942,-0.15084,-6.0129
-4.1037,-3.6734,-2.5333,-0.60007,-0.03839,-6.0047
-4.1766,-3.5359,-2.537,-0.43315,0.067116,-5.9987
-4.2212,-3.4103,-2.534,-0.28436,0.1491,-5.9939
-4.2526,-3.2981,-2.5266,-0.15674,0.20561,-5.9897
-4.2685,-3.2078,-2.5233,-0.058503,0.24163,-5.9864
-4.2631,-3.1495,-2.5262,0.0011635,0.25772,-5.9849
-4.2401,-3.1181,-2.5296,0.029858,0.25386,-5.9849
-4.2072,-3.1107,-2.5332,0.034296,0.22822,-5.9861
-4.179,-3.1177,-2.5365,0.017434,0.18522,-5.9875
-4.1719,-3.1311,-2.5435,-0.021258,0.12727,-5.9877
-4.2043,-3.1351,-2.5543,-0.06813,0.055797,-5.9854
-4.28,-3.115,-2.5692,-0.10385,-0.012042,-5.98
-4.3776,-3.0677,-2.5857,-0.10893,-0.050832,-5.9729
-4.4591,-2.9923,-2.5937,-0.063386,-0.038002,-5.9663
-4.5059,-2.8875,-2.593,0.038188,0.029532,-5.9609
-4.5161,-2.7499,-2.5818,0.19424,0.13697,-5.9569
-4.4908,-2.5873,-2.5613,0.39529,0.26307,-5.9542
-4.4392,-2.4004,-2.538,0.63586,0.39547,-5.9522
-4.373,-2.1921,-2.5158,0.89964,0.52187,-5.9501
-4.298,-1.9852,-2.4952,1.1502,0.62718,-5.9479
-4.2189,-1.8023,-2.4787,1.3614,0.7018,-5.946
-4.1405,-1.6494,-2.4646,1.5276,0.74357,-5.9444
-4.0621,-1.5161,-2.4511,1.6617,0.76507,-5.943
-3.984,-1.393,-2.4375,1.7752,0.77501,-5.9414
-3.9101,-1.2873,-2.4264,1.8643,0.77985,-5.94
-3.8485,-1.2129,-2.4157,1.9216,0.78223,-5.9391
-3.7989,-1.168,-2.4055,1.9561,0.7846,-5.9389
-3.7576,-1.142,-2.3959,1.9782,0.78746,-5.9392
-3.7183,-1.1168,-2.3877,2.0038,0.79014,-5.9396
-3.6777,-1.0894,-2.3826,2.0368,0.79494,-5.9401
-3.6365,-1.0662,-2.3793,2.0721,0.80055,-5.941
-3.5994,-1.0568,-2.3733,2.0941,0.79854,-5.9422
-3.5757,-1.0674,-2.362,2.0873,0.77445,-5.9434
-3.5787,-1.1068,-2.3483,2.0346,0.72196,-5.944
-3.6112,-1.1735,-2.3411,1.9355,0.6418,-5.9439
-3.6636,-1.2478,-2.3485,1.8129,0.54154,-5.9426
-3.7231,-1.3019,-2.3699,1.6957,0.43112,-5.9397
-3.7801,-1.3298,-2.4006,1.5964,0.32617,-5.9356
-3.8216,-1.3277,-2.4325,1.5318,0.24796,-5.9311
-3.8374,-1.3016,-2.456,1.5137,0.21088,-5.9276
-3.8204,-1.2527,-2.4599,1.55,0.21665,-5.926
-3.7698,-1.1835,-2.4388,1.6398,0.26071,-5.9264
-3.692,-1.1025,-2.4019,1.7666,0.33319,-5.9286
-3.5935,-1.0148,-2.3615,1.9133,0.42093,-5.9318
