"V1","V2","V3","V4","V5","V6"
0.72535,-0.54359,0.42,2.3011,1.2164,-2.5725
0.92514,-0.38902,0.58158,2.4559,0.89402,-2.5802
1.1102,-0.25923,0.73079,2.5545,0.56146,-2.5869
1.2846,-0.16117,0.86662,2.5738,0.23262,-2.5924
1.4547,-0.094227,0.98812,2.5135,-0.060774,-2.5969
1.6266,-0.044645,1.0999,2.4117,-0.34271,-2.6013
1.8009,-0.0004458,1.2062,2.2955,-0.60864,-2.6059
1.9765,0.038763,1.3122,2.1478,-0.82179,-2.6095
2.1356,0.0534,1.4122,1.9588,-0.98634,-2.612
2.2569,0.023483,1.5019,1.7241,-1.1298,-2.6137
2.326,-0.059801,1.5835,1.441,-1.2657,-2.6148
2.3384,-0.18512,1.6593,1.1102,-1.3865,-2.6147
2.3051,-0.33237,1.7335,0.73632,-1.4635,-2.6127
2.2444,-0.47803,1.8131,0.33627,-1.4639,-2.6088
2.1555,-0.61761,1.8916,-0.056782,-1.392,-2.6038
2.0275,-0.75427,1.9588,-0.42847,-1.2799,-2.5978
1.8466,-0.8893,2.0027,-0.78222,-1.1738,-2.5903
1.5955,-1.0318,2.0223,-1.1316,-1.0867,-2.5812
1.2929,-1.1762,2.0196,-1.4469,-1.0044,-2.5718
0.96201,-1.3187,1.9991,-1.6979,-0.91168,-2.5637
0.62052,-1.4444,1.9669,-1.8721,-0.80431,-2.5571
0.24989,-1.5502,1.9243,-1.9923,-0.67522,-2.5509
-0.1699,-1.6368,1.8674,-2.0788,-0.52536,-2.5441
-0.6102,-1.692,1.7941,-2.1173,-0.37071,-2.5372
-1.0226,-1.6987,1.7123,-2.0807,-0.19947,-2.5313
-1.3553,-1.6458,1.636,-1.9477,0.0035707,-2.5281
-1.5925,-1.5306,1.576,-1.7158,0.23928,-2.5281
-1.7606,-1.3625,1.5361,-1.4154,0.49716,-2.5307
-1.9039,-1.1667,1.5043,-1.1066,0.72231,-2.5338
-2.056,-0.97254,1.4659,-0.84166,0.86028,-2.5354
-2.2236,-0.79971,1.4152,-0.64377,0.89737,-2.535
-2.3976,-0.65946,1.3569,-0.51218,0.85048,-2.5332
-2.5701,-0.55328,1.2961,-0.4439,0.74701,-2.5303
-2.7305,-0.45574,1.233,-0.39857,0.62519,-2.5268
-2.8652,-0.33123,1.166,-0.32318,0.52434,-2.5237
-2.9474,-0.16371,1.1027,-0.186,0.47835,-2.5223
-2.9503,0.04263,1.0557,0.013162,0.50502,-2.5233
-2.8804,0.28273,1.0221,0.25204,0.58317,-2.5265
-2.7652,0.5265,1.0008,0.47666,0.67003,-2.5305
-2.6307,0.74477,0.98927,0.64073,0.73808,-2.5341
-2.5,0.93124,0.97405,0.7393,0.76716,-2.5366
-2.3883,1.0884,0.95044,0.7914,0.75234,-2.5382
-2.2839,1.2346,0.91913,0.83472,0.7091,-2.5399
-2.1649,1.3765,0.89179,0.89797,0.67895,-2.5426
-2.0099,1.5261,0.8748,0.9991,0.67389,-2.5473
-1.8046,1.6967,0.86242,1.1357,0.67389,-2.5541
-1.5604,1.8668,0.85408,1.2807,0.6644,-2.5621
-1.2856,2.0181,0.85026,1.4107,0.63776,-2.571
-0.99315,2.1419,0.8494,1.5045,0.57824,-2.5803
-0.70022,2.235,0.85048,1.5495,0.475,-2.5892
-0.42351,2.2983,0.85396,1.5499,0.34271,-2.5973
-0.17467,2.3455,0.85879,1.525,0.21929,-2.6041
0.046576,2.3933,0.86359,1.499,0.13428,-2.6097
0.2346,2.4448,0.86927,1.4898,0.10122,-2.6145
0.38737,2.4934,0.87501,1.4945,0.10165,-2.6186
0.49381,2.5297,0.87679,1.4931,0.108,-2.6213
0.55465,2.5449,0.87338,1.4683,0.098853,-2.6225
0.60643,2.5416,0.86987,1.4169,0.063738,-2.6234
0.6702,2.5256,0.86835,1.3372,0.0039628,-2.6247
0.72978,2.4954,0.8675,1.2398,-0.070528,-2.626
0.7705,2.4544,0.86493,1.1382,-0.14844,-2.6268
0.78682,2.4104,0.85744,1.0361,-0.22315,-2.6268
0.77988,2.3658,0.84811,0.94364,-0.28914,-2.6261
0.75347,2.321,0.84182,0.87131,-0.34392,-2.625
0.7167,2.2753,0.8401,0.81873,-0.3916,-2.6238
0.67268,2.2315,0.8425,0.78321,-0.42726,-2.6225
0.62698,2.1932,0.84455,0.74548,-0.45466,-2.621
