"V1","V2","V3","V4","V5","V6"
4.7148,-3.2456,-0.99549,-0.88478,-0.89143,0.69556
4.157,-3.6173,-0.86318,-1.0652,-0.8776,0.70069
3.6231,-3.953,-0.73862,-1.2138,-0.8467,0.70565
3.1234,-4.2324,-0.62732,-1.3138,-0.79045,0.71036
2.6686,-4.4382,-0.53483,-1.3631,-0.71055,0.71452
2.2438,-4.5783,-0.45471,-1.3733,-0.60741,0.7184
1.8393,-4.6643,-0.38164,-1.3574,-0.48863,0.72228
1.4334,-4.7122,-0.31127,-1.3253,-0.36524,0.72659
1.0132,-4.7363,-0.24091,-1.2863,-0.24757,0.73175
0.57629,-4.7422,-0.17443,-1.244,-0.1494,0.73809
0.11852,-4.7252,-0.11868,-1.1899,-0.070555,0.74573
-0.36711,-4.6819,-0.077266,-1.1045,0.00058227,0.7543
-0.87201,-4.6086,-0.055959,-0.97581,0.074892,0.76309
-1.3493,-4.5117,-0.060754,-0.80269,0.14514,0.77048
-1.7486,-4.4016,-0.086848,-0.60959,0.20182,0.7758
-2.0717,-4.2757,-0.11026,-0.42061,0.24854,0.78043
-2.3442,-4.1285,-0.11182,-0.24539,0.29136,0.78587
-2.5934,-3.9592,-0.094394,-0.076354,0.32355,0.79241
-2.836,-3.7698,-0.068903,0.090761,0.3349,0.80001
-3.0816,-3.5657,-0.04946,0.24919,0.31461,0.80862
-3.3491,-3.3436,-0.044879,0.39342,0.25472,0.81899
-3.6426,-3.1063,-0.060428,0.512,0.15682,0.83152
-3.938,-2.8651,-0.090492,0.58932,0.032751,0.84569
-4.2208,-2.6057,-0.13036,0.63932,-0.097325,0.86132
-4.475,-2.2898,-0.17142,0.68814,-0.20065,0.87875
-4.6782,-1.8867,-0.20013,0.74925,-0.25519,0.89794
-4.8021,-1.4009,-0.20817,0.81133,-0.25597,0.91801
-4.8423,-0.83701,-0.197,0.84401,-0.21325,0.93948
-4.8124,-0.22531,-0.17594,0.82438,-0.14814,0.96246
-4.7332,0.35856,-0.16333,0.7605,-0.082751,0.98476
-4.62,0.86852,-0.17275,0.67695,-0.022455,1.0046
-4.4665,1.3301,-0.19308,0.57601,0.055352,1.0225
-4.2767,1.7478,-0.22639,0.50937,0.13678,1.0367
-4.0453,2.1337,-0.27976,0.50656,0.20723,1.0466
-3.7686,2.4999,-0.36336,0.56347,0.24917,1.0526
-3.448,2.8443,-0.4826,0.65608,0.25121,1.0557
-3.0979,3.1594,-0.63706,0.74571,0.1924,1.0566
-2.7125,3.4463,-0.80752,0.79842,0.10494,1.0561
-2.263,3.7161,-0.95829,0.80894,0.063987,1.0548
-1.7605,3.942,-1.0699,0.83245,0.076167,1.0515
-1.2023,4.1255,-1.1356,0.85685,0.14313,1.047
-0.58718,4.2855,-1.1577,0.81682,0.27042,1.0432
0.043935,4.4029,-1.1542,0.74319,0.39936,1.039
0.6674,4.4617,-1.142,0.67365,0.49242,1.0329
1.2794,4.4545,-1.1357,0.61289,0.54075,1.0241
1.8653,4.3726,-1.1401,0.54906,0.54201,1.0128
2.4292,4.2045,-1.1633,0.46258,0.49721,0.99912
2.9561,3.9557,-1.2017,0.34364,0.41991,0.98416
3.4352,3.6498,-1.244,0.20434,0.33224,0.9688
3.8403,3.3327,-1.2833,0.074487,0.27171,0.95444
4.1782,3.036,-1.3094,-0.014337,0.26727,0.94089
4.4781,2.762,-1.3137,-0.048585,0.31947,0.92693
4.7668,2.4842,-1.2978,-0.035285,0.41214,0.91129
5.0507,2.1758,-1.2655,0.010933,0.52427,0.89352
5.3406,1.8064,-1.2049,0.078007,0.63233,0.87262
5.6352,1.35,-1.0983,0.14781,0.70503,0.84819
5.9001,0.79394,-0.95283,0.19976,0.71249,0.82168
6.0843,0.16358,-0.79437,0.22627,0.64762,0.79594
6.1609,-0.50684,-0.64095,0.23739,0.53512,0.77289
6.1337,-1.1786,-0.4913,0.25032,0.40926,0.75312
6.0163,-1.8247,-0.34334,0.28678,0.28867,0.73622
