"V1","V2","V3","V4","V5","V6"
-0.95975,5.4077,6.9211,-3.3888,-0.041708,1.9914
-1.0458,5.3928,6.6706,-3.4597,-0.063765,1.9826
-1.131,5.3899,6.4253,-3.5258,-0.067655,1.9752
-1.1943,5.4127,6.2104,-3.5654,-0.019203,1.9696
-1.2207,5.4663,6.0547,-3.5605,0.091374,1.9664
-1.2107,5.5367,5.9455,-3.5112,0.23822,1.9637
-1.1735,5.6062,5.8556,-3.4324,0.38772,1.9596
-1.1186,5.6693,5.7637,-3.3415,0.5217,1.9537
-1.0542,5.7256,5.6647,-3.2524,0.63185,1.9467
-0.98858,5.7726,5.5578,-3.1687,0.7131,1.939
-0.9255,5.8117,5.454,-3.0882,0.77046,1.9312
-0.86223,5.849,5.3695,-3.0061,0.81845,1.9243
-0.7893,5.8881,5.2919,-2.9168,0.87007,1.9169
-0.69423,5.9292,5.193,-2.8152,0.93411,1.907
-0.5717,5.9679,5.0587,-2.7011,1.0117,1.8933
-0.42383,5.9995,4.889,-2.5768,1.0945,1.8761
-0.24474,6.0247,4.6846,-2.4402,1.1813,1.8555
-0.026516,6.0467,4.4559,-2.2851,1.2801,1.8321
0.22746,6.0677,4.2274,-2.1142,1.3937,1.8076
0.49128,6.0818,4.0166,-1.9472,1.5087,1.7838
0.73764,6.0841,3.8338,-1.7977,1.6072,1.7624
0.94951,6.0743,3.6863,-1.6703,1.6766,1.7443
1.121,6.0541,3.5735,-1.5673,1.7131,1.7298
1.2643,6.0262,3.4833,-1.4893,1.7264,1.7177
1.3898,5.9923,3.4031,-1.4361,1.7255,1.7072
1.5066,5.9598,3.335,-1.4006,1.7137,1.6981
1.5997,5.9426,3.3081,-1.3826,1.6948,1.6926
1.6653,5.9311,3.3053,-1.383,1.666,1.6897
1.7044,5.9159,3.3086,-1.4019,1.6224,1.6882
1.7168,5.8879,3.3027,-1.4446,1.558,1.6873
1.7117,5.8409,3.2817,-1.5219,1.4646,1.6866
1.7093,5.7693,3.241,-1.641,1.3342,1.6855
1.7277,5.6665,3.1704,-1.7957,1.1678,1.6827
1.7654,5.5343,3.0622,-1.9615,0.98708,1.6773
1.8061,5.3941,2.933,-2.1078,0.82724,1.6702
1.8302,5.2854,2.8213,-2.2037,0.73028,1.6641
1.8364,5.226,2.7479,-2.2372,0.70819,1.66
1.8408,5.2152,2.7153,-2.2061,0.75426,1.6571
1.8673,5.2301,2.6963,-2.1169,0.85267,1.653
1.9295,5.2549,2.6747,-1.9811,0.98325,1.6463
2.0364,5.2801,2.6486,-1.8123,1.123,1.6369
2.2003,5.2884,2.6068,-1.6207,1.2504,1.6238
2.4111,5.2687,2.5455,-1.4257,1.3466,1.6073
2.6317,5.2195,2.4642,-1.2555,1.4076,1.5896
2.8384,5.151,2.3726,-1.1196,1.4432,1.5723
3.024,5.0744,2.2844,-1.0125,1.4648,1.5565
3.1966,4.9857,2.1961,-0.92564,1.4815,1.5414
