"V1","V2","V3","V4","V5","V6"
3.7035,0.6223,2.6369,-1.9987,-0.67998,3.2154
3.6472,0.56984,2.624,-2.0266,-0.63083,3.2146
3.5978,0.51914,2.6166,-2.0473,-0.56113,3.2131
3.5716,0.48712,2.6244,-2.0399,-0.45966,3.2107
3.5857,0.48581,2.6513,-1.9856,-0.32557,3.2071
3.6422,0.51352,2.6923,-1.8832,-0.17276,3.2023
3.7408,0.56833,2.7376,-1.7338,-0.018285,3.1965
3.8728,0.64993,2.7795,-1.5511,0.11724,3.1908
4.013,0.7387,2.8092,-1.3724,0.21888,3.1861
4.1394,0.81137,2.8223,-1.2246,0.28407,3.1823
4.2335,0.83983,2.8193,-1.1295,0.31659,3.1787
4.2857,0.81229,2.7989,-1.0987,0.32401,3.1753
4.2923,0.75674,2.7592,-1.1215,0.29902,3.1738
4.2606,0.70462,2.7025,-1.177,0.24028,3.1754
4.2054,0.65957,2.6393,-1.2454,0.16511,3.1787
4.1396,0.61816,2.5801,-1.3177,0.085041,3.1823
4.0687,0.57885,2.5298,-1.3937,0.00095111,3.1861
3.993,0.53725,2.4926,-1.4762,-0.082016,3.1897
3.9079,0.48993,2.466,-1.5641,-0.16513,3.1931
3.8158,0.43001,2.441,-1.656,-0.2387,3.1961
3.7226,0.35134,2.4089,-1.7505,-0.28863,3.1979
3.6315,0.2631,2.3713,-1.8503,-0.31678,3.1993
3.5406,0.1683,2.3301,-1.9491,-0.33303,3.2002
3.4541,0.079932,2.2887,-2.0359,-0.34591,3.201
3.3805,0.0085517,2.2501,-2.0995,-0.35276,3.2015
3.3265,-0.045529,2.2164,-2.1338,-0.34586,3.2013
3.2988,-0.080971,2.1891,-2.1347,-0.32168,3.2
3.3061,-0.094787,2.1658,-2.0947,-0.28066,3.1976
3.3406,-0.084405,2.1489,-2.0319,-0.23559,3.1953
3.3741,-0.06917,2.1359,-1.9798,-0.2018,3.1937
3.364,-0.078814,2.1213,-1.9753,-0.19307,3.1936
3.2566,-0.14355,2.1029,-2.0591,-0.21998,3.1958
3.0073,-0.28063,2.0766,-2.2647,-0.28415,3.2014
2.6008,-0.48544,2.0333,-2.5879,-0.37722,3.2111
2.0756,-0.73907,1.9618,-2.9748,-0.46725,3.2232
1.5383,-0.98404,1.8764,-3.3385,-0.52206,3.2354
1.1222,-1.1584,1.8051,-3.5839,-0.5235,3.2445
0.8745,-1.2445,1.7626,-3.6803,-0.46181,3.2489
0.7552,-1.2638,1.747,-3.6544,-0.3345,3.2493
0.7173,-1.2489,1.749,-3.5469,-0.15711,3.2463
0.74986,-1.2073,1.7685,-3.3952,0.038137,3.2413
0.83667,-1.1415,1.8039,-3.2354,0.2189,3.2358
0.94815,-1.0619,1.8471,-3.0913,0.36547,3.2313
1.0689,-0.98835,1.8861,-2.9754,0.45418,3.2277
1.187,-0.93509,1.9137,-2.8812,0.48951,3.2245
1.2971,-0.90574,1.9279,-2.8042,0.48598,3.2213
1.3934,-0.89507,1.9309,-2.7511,0.45694,3.2185
1.4666,-0.90463,1.9228,-2.7244,0.41455,3.2164
1.5079,-0.94099,1.8993,-2.7136,0.35896,3.2145
1.5211,-0.99772,1.8616,-2.7093,0.28982,3.2126
1.5159,-1.0582,1.8158,-2.7087,0.21188,3.2111
1.5074,-1.1016,1.7736,-2.7127,0.13605,3.2105
1.4969,-1.1316,1.7376,-2.7142,0.074215,3.21
1.4766,-1.1634,1.7053,-2.7036,0.034467,3.2089
1.4471,-1.2037,1.6747,-2.679,0.014335,3.2069
1.4099,-1.2555,1.6436,-2.6463,0.0093271,3.204
1.3599,-1.3143,1.6121,-2.625,0.012866,3.2014
1.2848,-1.3788,1.5788,-2.6234,0.013514,3.1999
1.1591,-1.4512,1.5394,-2.6514,0.0072592,3.2003
0.94042,-1.5301,1.4849,-2.7268,-0.0019439,3.2044
0.60848,-1.6086,1.4057,-2.8513,-0.0049754,3.213
0.16147,-1.6735,1.2969,-3.0123,0.023376,3.2267
-0.39036,-1.7167,1.1559,-3.1852,0.10658,3.2449
-0.98817,-1.7246,0.99116,-3.3331,0.25228,3.2656
-1.5653,-1.6913,0.81887,-3.4315,0.44474,3.2866
-2.0071,-1.6219,0.67672,-3.4672,0.64471,3.3036
-2.2428,-1.5381,0.59446,-3.43,0.82005,3.3131
-2.3202,-1.4546,0.55972,-3.3182,0.98011,3.3152
-2.3081,-1.3824,0.5537,-3.1635,1.1292,3.3124
-2.2573,-1.3256,0.5609,-2.9979,1.2601,3.3071
-2.2015,-1.2818,0.5699,-2.8497,1.3637,3.3017
-2.161,-1.2431,0.57425,-2.7418,1.4374,3.2981
-2.1437,-1.2093,0.57032,-2.6653,1.4825,3.2963
-2.136,-1.1782,0.56198,-2.5958,1.5112,3.2951
-2.1185,-1.1422,0.55782,-2.51,1.5487,3.2933
-2.0761,-1.1005,0.56569,-2.4169,1.6021,3.2906
-2.0282,-1.0572,0.57778,-2.3429,1.6556,3.2886
-2.0002,-1.0272,0.58242,-2.3123,1.6781,3.2882
-2.0061,-1.0243,0.57532,-2.3526,1.6417,3.2904
-2.0565,-1.0488,0.55431,-2.4768,1.5435,3.296
-2.1683,-1.0798,0.51062,-2.647,1.4188,3.3051
-2.3303,-1.1026,0.44477,-2.8017,1.3082,3.3156
-2.5025,-1.1092,0.372,-2.907,1.2408,3.3253
-2.6518,-1.0956,0.30696,-2.9487,1.2317,3.3326
-2.7514,-1.0706,0.26163,-2.92,1.2713,3.3359
-2.8093,-1.038,0.23036,-2.8305,1.3421,3.3358
-2.8309,-1.0036,0.21215,-2.7128,1.4211,3.3336
-2.8202,-0.97554,0.20713,-2.592,1.4929,3.3299
-2.7855,-0.95462,0.21087,-2.468,1.5546,3.3249
-2.7377,-0.93624,0.2186,-2.331,1.6146,3.3189
-2.6879,-0.90905,0.22644,-2.1865,1.6827,3.3132
-2.6367,-0.87777,0.2358,-2.051,1.7495,3.308
-2.5715,-0.85175,0.25657,-1.949,1.8084,3.3035
-2.4974,-0.82478,0.2851,-1.8954,1.86,3.3005
-2.4352,-0.79655,0.30954,-1.8809,1.8952,3.2994
-2.4075,-0.78614,0.31923,-1.8872,1.8912,3.2992
-2.4256,-0.79931,0.30865,-1.9105,1.8387,3.3
