"V1","V2","V3","V4","V5","V6"
4.0197,1.8867,0.27121,-2.6786,-0.31956,6.9616
3.8912,2.256,0.37805,-2.659,-0.35112,6.9809
3.7461,2.6258,0.46718,-2.6115,-0.38975,6.9996
3.5735,2.9968,0.53593,-2.5173,-0.42594,7.0173
3.3789,3.3682,0.59372,-2.3683,-0.42781,7.0334
3.1699,3.7398,0.63809,-2.1476,-0.36876,7.0464
2.9598,4.1101,0.67483,-1.8534,-0.23217,7.0558
2.7557,4.4645,0.72599,-1.5281,-0.045207,7.0634
2.5613,4.7615,0.80787,-1.2563,0.12168,7.0717
2.3736,4.9909,0.92108,-1.0683,0.23051,7.0817
2.1923,5.1549,1.0505,-0.96089,0.2707,7.0927
2.0167,5.2542,1.1765,-0.92659,0.24401,7.104
1.8339,5.2995,1.3,-0.9537,0.15009,7.1165
1.6205,5.3065,1.4242,-1.0268,-0.0043437,7.1312
1.3475,5.2952,1.5474,-1.1141,-0.18536,7.1486
1.0011,5.2876,1.6703,-1.1653,-0.34259,7.1681
0.59601,5.2876,1.7954,-1.158,-0.45941,7.1887
0.17859,5.2867,1.9165,-1.1038,-0.53982,7.2086
-0.20237,5.2732,2.0165,-1.0414,-0.59206,7.2252
-0.55538,5.2394,2.1015,-0.99821,-0.62612,7.238
-0.90973,5.1803,2.194,-0.98419,-0.65179,7.248
-1.2594,5.0984,2.2841,-1.0137,-0.67911,7.2557
-1.5712,5.003,2.3464,-1.0821,-0.72392,7.2621
-1.8412,4.9035,2.3754,-1.1758,-0.78716,7.2686
-2.0817,4.8066,2.3677,-1.298,-0.86413,7.2761
-2.3092,4.7143,2.3188,-1.4575,-0.96411,7.2855
-2.5354,4.6284,2.2227,-1.6614,-1.0972,7.2977
-2.763,4.5532,2.0649,-1.9244,-1.2617,7.3129
-2.9756,4.4993,1.8547,-2.2211,-1.4298,7.3295
-3.1418,4.4735,1.658,-2.4641,-1.5406,7.3428
-3.2439,4.4746,1.5257,-2.5948,-1.5646,7.3502
-3.2824,4.499,1.4532,-2.6197,-1.5135,7.3519
-3.2698,4.5371,1.4235,-2.577,-1.419,7.3491
-3.2458,4.57,1.4006,-2.5269,-1.3342,7.3455
-3.2483,4.5838,1.3426,-2.5372,-1.308,7.3444
-3.2878,4.5748,1.24,-2.6267,-1.3462,7.3464
-3.3497,4.546,1.1178,-2.7615,-1.4174,7.3492
-3.4258,4.501,0.99747,-2.9079,-1.4931,7.3514
-3.514,4.4513,0.85752,-3.0656,-1.5536,7.3536
