"V1","V2","V3","V4","V5","V6"
3.3327,-3.6798,-3.2003,1.0097,0.20254,-0.15118
3.4286,-3.6181,-3.1926,1.0629,0.28152,-0.1569
3.5087,-3.5853,-3.164,1.1311,0.35776,-0.16182
3.561,-3.5872,-3.1192,1.2039,0.41327,-0.16533
3.5769,-3.6229,-3.0689,1.2595,0.42895,-0.16694
3.5546,-3.6806,-3.0318,1.2671,0.38673,-0.16627
3.5019,-3.7355,-3.0287,1.2048,0.2856,-0.16343
3.4376,-3.7757,-3.0509,1.0881,0.15367,-0.15977
3.3771,-3.7888,-3.0984,0.94236,0.018265,-0.1562
3.3327,-3.7788,-3.1554,0.80323,-0.090991,-0.15381
3.3011,-3.7624,-3.2039,0.68971,-0.16616,-0.15255
3.2656,-3.7682,-3.2238,0.6009,-0.21705,-0.15152
3.2158,-3.8054,-3.2146,0.5269,-0.25804,-0.14989
3.1527,-3.8637,-3.1896,0.46213,-0.29637,-0.14738
3.0897,-3.9209,-3.1649,0.40757,-0.32746,-0.14461
3.0441,-3.9582,-3.1485,0.37802,-0.33768,-0.1423
3.0262,-3.9695,-3.1373,0.38941,-0.31142,-0.14109
3.0437,-3.9532,-3.1263,0.44479,-0.2373,-0.14179
3.1019,-3.9047,-3.1185,0.53142,-0.11947,-0.14514
3.1835,-3.8494,-3.097,0.65376,0.028352,-0.15044
3.2722,-3.8033,-3.0578,0.80379,0.18456,-0.15639
3.3612,-3.7614,-3.0191,0.95918,0.3245,-0.16209
3.4469,-3.7136,-2.9964,1.0942,0.43447,-0.16682
3.5302,-3.6637,-2.9823,1.2085,0.52137,-0.17066
3.6187,-3.6139,-2.9649,1.3074,0.59964,-0.17465
3.7079,-3.5647,-2.9487,1.3953,0.6671,-0.17856
3.7891,-3.5206,-2.9365,1.4797,0.71695,-0.18207
3.8622,-3.486,-2.9215,1.5688,0.75258,-0.18551
3.9321,-3.4619,-2.8972,1.6603,0.78274,-0.18932
4.004,-3.4374,-2.8706,1.7369,0.81272,-0.19352
4.0781,-3.4045,-2.8539,1.7827,0.83759,-0.19789
4.1386,-3.3717,-2.8528,1.7912,0.84083,-0.20102
4.1699,-3.3538,-2.8658,1.7669,0.81138,-0.20169
4.1732,-3.3552,-2.8835,1.7154,0.75659,-0.2003
4.1507,-3.3771,-2.8993,1.6451,0.67977,-0.19746
4.1036,-3.4155,-2.9146,1.56,0.58349,-0.19355
4.0367,-3.4566,-2.9389,1.4603,0.47158,-0.18889
3.9569,-3.4872,-2.9817,1.3473,0.35253,-0.18339
3.8715,-3.5144,-3.029,1.2246,0.23694,-0.17758
3.7897,-3.5529,-3.058,1.1082,0.13402,-0.17273
3.7177,-3.6025,-3.0647,1.0114,0.048598,-0.16922
3.654,-3.6611,-3.0514,0.93471,-0.0203,-0.16683
3.5959,-3.7198,-3.0299,0.86566,-0.079215,-0.16529
3.5394,-3.7758,-3.0048,0.7922,-0.1299,-0.16432
3.4852,-3.8309,-2.9728,0.72341,-0.16435,-0.1641
3.4482,-3.8757,-2.9324,0.68537,-0.1592,-0.16511
3.4501,-3.8977,-2.8827,0.7117,-0.092043,-0.16799
3.5037,-3.8875,-2.8255,0.81273,0.040116,-0.17297
3.6077,-3.8419,-2.7701,0.97029,0.21591,-0.17979
3.7462,-3.771,-2.7209,1.1576,0.4024,-0.18793
3.8987,-3.6814,-2.6909,1.343,0.56332,-0.1962
4.0505,-3.5846,-2.6777,1.5154,0.68843,-0.20371
4.19,-3.497,-2.6699,1.6761,0.78441,-0.20999
4.306,-3.4417,-2.6474,1.8217,0.85434,-0.21506
4.3953,-3.4285,-2.6016,1.9416,0.89531,-0.2192
4.4582,-3.449,-2.5429,2.0145,0.90181,-0.22255
4.495,-3.4859,-2.4887,2.0266,0.87383,-0.22478
4.5036,-3.5238,-2.4553,1.985,0.81781,-0.22552
4.4771,-3.5611,-2.4517,1.9077,0.73534,-0.22404
4.4188,-3.5896,-2.4847,1.7967,0.62734,-0.22029
4.3326,-3.6138,-2.5431,1.6612,0.50125,-0.21457
4.2318,-3.6311,-2.6163,1.5075,0.37175,-0.20781
4.121,-3.6485,-2.6941,1.3475,0.2423,-0.20038
4.0076,-3.6715,-2.7647,1.1974,0.12102,-0.19282
3.9096,-3.7023,-2.81,1.0752,0.025305,-0.18684
3.8324,-3.7424,-2.8237,0.98902,-0.04098,-0.18279
3.7727,-3.7894,-2.813,0.93791,-0.082923,-0.18007
3.7215,-3.8453,-2.783,0.91249,-0.10919,-0.17816
3.674,-3.9048,-2.7463,0.89802,-0.13305,-0.17662
3.6315,-3.9538,-2.7221,0.87625,-0.16414,-0.17527
3.5972,-3.9789,-2.7247,0.82999,-0.20493,-0.17405
3.5596,-3.9937,-2.7425,0.75861,-0.25811,-0.17237
3.5168,-4.0025,-2.7682,0.66479,-0.31996,-0.17048
3.4733,-4.0118,-2.7913,0.57675,-0.37543,-0.16859
3.4386,-4.025,-2.7997,0.52188,-0.40155,-0.16722
3.4305,-4.0329,-2.788,0.52641,-0.37567,-0.16748
3.4664,-4.0244,-2.7554,0.60795,-0.28499,-0.17038
3.5505,-4,-2.6985,0.75968,-0.13345,-0.17637
3.6709,-3.9635,-2.6254,0.95067,0.049534,-0.18469
3.7974,-3.922,-2.5599,1.1358,0.2097,-0.19287
3.9018,-3.8794,-2.5239,1.2757,0.31298,-0.19869
3.9674,-3.8363,-2.5294,1.3557,0.35466,-0.20103
4.0053,-3.7912,-2.5632,1.389,0.36462,-0.20123
