"V1","V2","V3","V4","V5","V6"
-0.72514,-3.94,0.019218,0.54679,0.57083,3.7644
-0.54617,-3.8525,0.10901,0.78294,0.66981,3.7533
-0.38521,-3.7697,0.19135,1.0009,0.76391,3.743
-0.25246,-3.6998,0.25797,1.178,0.84298,3.7345
-0.1456,-3.6463,0.30759,1.308,0.90295,3.7279
-0.061062,-3.6051,0.34337,1.4024,0.94836,3.7229
0.0025537,-3.5726,0.37118,1.474,0.98188,3.7189
0.049591,-3.5466,0.39458,1.5324,1.0044,3.7158
0.085096,-3.5292,0.41063,1.5765,1.0127,3.7135
0.10796,-3.5231,0.41903,1.5982,1.0019,3.7121
0.10678,-3.5319,0.42127,1.5887,0.96104,3.7119
0.070633,-3.5592,0.41537,1.5381,0.88153,3.7134
-0.0087383,-3.6039,0.40229,1.4437,0.76303,3.7169
-0.1345,-3.6592,0.38675,1.3148,0.61606,3.7221
-0.29255,-3.7163,0.37205,1.1697,0.46335,3.7282
-0.45545,-3.7689,0.35997,1.031,0.32816,3.7346
-0.59849,-3.8163,0.34676,0.90703,0.22165,3.7408
-0.7116,-3.8646,0.32329,0.78485,0.1408,3.7469
-0.81487,-3.9145,0.28858,0.64708,0.079356,3.7536
-0.91998,-3.9579,0.24772,0.49027,0.042923,3.7608
-1.0118,-3.9884,0.20713,0.32421,0.039505,3.7679
-1.0861,-4.0056,0.1733,0.16644,0.058525,3.7744
-1.168,-4.0105,0.15557,0.040066,0.07971,3.7806
-1.254,-4.0057,0.14769,-0.070631,0.11275,3.7869
-1.3711,-3.989,0.15227,-0.1535,0.13713,3.7938
-1.5459,-3.9574,0.16637,-0.20818,0.14009,3.802
-1.7657,-3.9117,0.18162,-0.24238,0.13071,3.8113
-1.972,-3.854,0.20011,-0.2516,0.13237,3.8198
-2.1268,-3.7848,0.22341,-0.22979,0.16331,3.8263
-2.2271,-3.6983,0.2547,-0.15991,0.22737,3.8304
-2.2798,-3.5897,0.29835,-0.034701,0.32004,3.832
-2.2891,-3.46,0.35809,0.13768,0.43064,3.8316
-2.2656,-3.3174,0.43105,0.33634,0.54662,3.8299
-2.2204,-3.1816,0.50444,0.52541,0.65448,3.8278
-2.1663,-3.0655,0.57105,0.68117,0.74533,3.8258
-2.1235,-2.9719,0.62733,0.7962,0.80658,3.8246
-2.1005,-2.8994,0.67005,0.87235,0.83545,3.8244
-2.0944,-2.8551,0.69795,0.90639,0.83193,3.8251
-2.1179,-2.8318,0.70819,0.90237,0.7956,3.827
-2.1822,-2.8306,0.69888,0.85252,0.72194,3.8305
-2.2938,-2.8483,0.67808,0.76032,0.60158,3.836
-2.4408,-2.8792,0.65328,0.62863,0.44356,3.8434
-2.6091,-2.9121,0.62665,0.4577,0.28233,3.8528
-2.7791,-2.9345,0.59775,0.25693,0.16264,3.8638
-2.9635,-2.9272,0.56204,0.080733,0.075886,3.8754
-3.1747,-2.8751,0.51147,-0.031967,0.016066,3.887
-3.3925,-2.7762,0.44315,-0.056935,-0.0046403,3.8973
-3.5772,-2.6354,0.36626,0.011049,0.031317,3.905
-3.7061,-2.4398,0.30682,0.14269,0.12864,3.9112
-3.7543,-2.1717,0.3133,0.27901,0.28752,3.9181
-3.7262,-1.8447,0.39067,0.3954,0.47913,3.9261
-3.6437,-1.5166,0.49556,0.51099,0.65244,3.9325
-3.523,-1.2092,0.59605,0.64378,0.79433,3.9364
-3.3801,-0.92132,0.68133,0.79196,0.90399,3.9381
-3.2414,-0.65699,0.74634,0.93399,0.96988,3.9387
-3.1288,-0.42702,0.79061,1.0473,0.98991,3.9395
-3.0488,-0.25056,0.82313,1.1121,0.97899,3.9407
-2.9923,-0.12009,0.85037,1.1347,0.95626,3.9424
-2.95,-0.022233,0.87616,1.1281,0.93399,3.9443
-2.9087,0.063474,0.90446,1.108,0.91997,3.9465
-2.8619,0.14484,0.93719,1.0943,0.91533,3.9483
-2.8098,0.23034,0.97399,1.0993,0.91034,3.9492
-2.7596,0.32271,1.0145,1.121,0.88967,3.9491
-2.7189,0.4316,1.0522,1.1586,0.83032,3.9483
-2.6914,0.57444,1.0715,1.2131,0.70785,3.9474
-2.6803,0.73691,1.0646,1.2648,0.53076,3.9471
-2.6856,0.86528,1.0375,1.2715,0.35973,3.9486
-2.7081,0.92887,0.999,1.2151,0.23036,3.9522
-2.7507,0.91957,0.96082,1.1061,0.14978,3.9573
-2.8038,0.87449,0.9273,0.97704,0.091336,3.9626
-2.8514,0.85242,0.89976,0.87061,0.015045,3.9669
-2.8847,0.8561,0.88229,0.79801,-0.072417,3.9697
-2.8989,0.8918,0.87334,0.77218,-0.17344,3.9705
-2.891,0.92645,0.87517,0.78879,-0.24078,3.9695
-2.8584,0.94503,0.8913,0.83998,-0.24552,3.9669
-2.801,0.95274,0.92544,0.92178,-0.18992,3.9627
-2.7198,0.95496,0.97455,1.0327,-0.089352,3.9572
-2.6305,0.94536,1.0295,1.1559,0.029014,3.951
-2.5612,0.91729,1.0788,1.2537,0.12808,3.9456
-2.5256,0.87204,1.1081,1.3042,0.18278,3.9424
-2.5317,0.8077,1.1075,1.2992,0.18059,3.9416
-2.584,0.7172,1.0774,1.2389,0.1213,3.9433
-2.6756,0.59729,1.0288,1.1368,0.021444,3.9466
-2.7815,0.45182,0.97267,1.0293,-0.085302,3.9496
-2.878,0.27023,0.91512,0.9513,-0.16573,3.9502
-2.9516,0.041904,0.85599,0.92125,-0.21134,3.9471
-2.9947,-0.24083,0.79179,0.95079,-0.21905,3.9396
-2.9964,-0.54741,0.72744,1.0452,-0.17918,3.9281
-2.9485,-0.79904,0.68,1.189,-0.089394,3.9153
-2.8599,-0.95474,0.65675,1.3611,0.034553,3.9031
-2.747,-1.0282,0.65232,1.5444,0.17451,3.8922
-2.6274,-1.0509,0.66342,1.7152,0.31168,3.8829
-2.5168,-1.0456,0.68697,1.855,0.42937,3.8756
-2.424,-1.0268,0.71625,1.9629,0.52025,3.8701
-2.3548,-1.0044,0.74481,2.0393,0.58077,3.8662
