"V1","V2","V3","V4","V5","V6"
3.7432,4.4833,1.2141,-2.1933,0.29071,-1.5946
3.8046,4.8676,1.5838,-2.162,0.47915,-1.574
3.8792,5.2753,1.9807,-2.1386,0.6805,-1.552
3.9981,5.6533,2.3774,-2.1296,0.88822,-1.5325
4.1695,5.8975,2.6768,-2.1011,1.0642,-1.5234
4.3981,5.9825,2.8552,-2.0298,1.2001,-1.5275
4.6901,5.9413,2.9556,-1.9168,1.306,-1.543
5.0487,5.8109,3.0238,-1.7766,1.3922,-1.567
5.4369,5.6229,3.0772,-1.6391,1.455,-1.5953
5.7639,5.4167,3.1069,-1.5509,1.4724,-1.621
5.9509,5.196,3.0921,-1.5775,1.392,-1.6388
5.9813,4.9681,3.0386,-1.7371,1.2035,-1.6468
5.8979,4.7358,2.9622,-1.9931,0.9476,-1.6476
5.753,4.4965,2.8737,-2.299,0.67237,-1.6449
5.5865,4.2653,2.7838,-2.6054,0.42185,-1.6408
5.4292,4.0653,2.7119,-2.877,0.22495,-1.6365
5.3046,3.9224,2.6683,-3.079,0.10458,-1.6328
5.2153,3.8441,2.6513,-3.2065,0.046452,-1.6295
5.1511,3.7969,2.6478,-3.2887,0.017707,-1.6272
5.0979,3.7618,2.6485,-3.3535,-0.0080655,-1.6253
5.0443,3.7108,2.6391,-3.423,-0.04241,-1.6242
4.9837,3.6337,2.609,-3.502,-0.089015,-1.6239
4.9198,3.5562,2.571,-3.5801,-0.1393,-1.6235
4.8661,3.509,2.5467,-3.6383,-0.17667,-1.6222
4.8211,3.4763,2.5252,-3.6774,-0.19656,-1.6212
4.7683,3.4196,2.4899,-3.7244,-0.21615,-1.6209
4.7064,3.337,2.4422,-3.7815,-0.23674,-1.6215
4.6491,3.2708,2.4088,-3.8351,-0.25404,-1.6215
4.5934,3.2508,2.4143,-3.9046,-0.28655,-1.6183
4.5285,3.239,2.436,-4.007,-0.33955,-1.6132
4.4684,3.2302,2.4516,-4.1026,-0.38936,-1.6083
4.432,3.2262,2.4539,-4.1546,-0.40787,-1.6057
4.4286,3.2369,2.4491,-4.1417,-0.383,-1.6058
4.4515,3.2592,2.4399,-4.0731,-0.32135,-1.6082
4.4817,3.2737,2.4257,-3.9832,-0.24154,-1.612
4.5093,3.2547,2.393,-3.8859,-0.1533,-1.6177
4.5306,3.1842,2.3238,-3.7804,-0.062808,-1.6261
4.5446,3.0723,2.2275,-3.6773,0.022129,-1.6364
4.5554,2.969,2.1398,-3.5954,0.095027,-1.6453
4.5698,2.9364,2.1066,-3.5509,0.14903,-1.6491
4.5864,2.9051,2.0793,-3.5143,0.19883,-1.6526
